iso3,topic,country_total_votes_2024,country_total_votes_2025,world_total_votes_2025,country_yes_pct_2024,country_yes_pct_2025,country_yes_pct_change,world_yes_pct_2024,world_yes_pct_2025,world_yes_pct_change,gap_vs_world_yes_2024,gap_vs_world_yes_2025,abs_gap_change
CZE,ENERGY RESOURCES,1,3,539,100.0,100.0,0.0,58.9,95.5,36.6,41.1,4.5,-36.6
CZE,WELFARE AND SOCIAL SERVICES,2,14,2466,50.0,92.9,42.9,85.1,95.7,10.6,-35.1,-2.8,-32.3
CZE,SOCIAL DEVELOPMENT,8,24,4224,37.5,87.5,50.0,75.3,93.6,18.3,-37.8,-6.1,-31.7
CZE,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,10,45,8097,40.0,82.2,42.2,79.8,93.1,13.4,-39.8,-10.9,-28.9
CZE,DEVELOPMENT FINANCE,2,11,2001,50.0,72.7,22.7,85.1,90.9,5.8,-35.1,-18.2,-16.9
CZE,HUMANITARIAN AID AND RELIEF,5,16,2745,60.0,81.2,21.2,82.9,87.4,4.5,-22.9,-6.1,-16.8
CZE,ECONOMIC CONDITIONS,2,11,1978,50.0,72.7,22.7,85.1,91.2,6.0,-35.1,-18.4,-16.7
CZE,SOCIAL CONDITIONS AND EQUITY,20,35,6127,45.0,80.0,35.0,71.1,91.6,20.4,-26.1,-11.6,-14.6
CZE,SCIENCE AND TECHNOLOGY,8,16,2794,62.5,81.2,18.8,85.5,90.7,5.1,-23.0,-9.4,-13.6
CZE,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,8,1390,60.0,75.0,15.0,82.9,84.5,1.6,-22.9,-9.5,-13.4
CZE,INTERNATIONAL RELATIONS,31,48,8074,48.4,68.8,20.4,75.9,84.2,8.3,-27.6,-15.5,-12.1
CZE,INTERNATIONAL TRADE,3,6,1087,33.3,50.0,16.7,80.9,85.5,4.6,-47.5,-35.5,-12.1
CZE,MAINTENANCE OF PEACE AND SECURITY,31,47,8076,45.2,59.6,14.4,77.3,81.3,4.1,-32.1,-21.8,-10.4
CZE,RESOURCES (GENERAL),1,9,1613,100.0,100.0,0.0,90.0,96.6,6.6,10.0,3.4,-6.6
CZE,NATURAL RESOURCES AND THE ENVIRONMENT,7,30,5226,100.0,100.0,0.0,90.2,96.7,6.5,9.8,3.3,-6.5
CZE,POLITICAL AND LEGAL QUESTIONS,80,131,22664,51.2,63.4,12.1,78.5,84.4,5.9,-27.3,-21.1,-6.2
CZE,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,5,904,33.3,40.0,6.7,80.9,82.9,2.0,-47.5,-42.9,-4.7
CZE,HUMAN RIGHTS,17,19,3260,47.1,68.4,21.4,69.6,87.5,17.9,-22.5,-19.1,-3.4
CZE,WOMEN'S ADVANCEMENT,1,4,672,100.0,100.0,0.0,94.1,97.5,3.4,5.9,2.5,-3.4
CZE,MARINE RESOURCES,3,7,1216,100.0,100.0,0.0,95.6,97.4,1.7,4.4,2.6,-1.7
CZE,DISCRIMINATION,9,8,1410,44.4,62.5,18.1,69.5,86.1,16.6,-25.1,-23.6,-1.5
CZE,WILDLIFE,1,4,666,100.0,100.0,0.0,97.6,99.1,1.5,2.4,0.9,-1.5
CZE,DISARMAMENT AND MILITARY QUESTIONS,41,42,7411,51.2,54.8,3.5,80.6,83.8,3.2,-29.4,-29.1,-0.3
CZE,ENVIRONMENT,3,25,4347,100.0,100.0,0.0,96.6,96.4,-0.3,3.4,3.6,0.3
CZE,GENERAL AND NATIONAL LAW,1,8,1423,100.0,87.5,-12.5,95.7,94.6,-1.1,4.3,-7.1,2.8
CZE,COMPUTER SCIENCE AND TECHNOLOGY,1,6,1066,100.0,83.3,-16.7,95.8,91.7,-4.1,4.2,-8.3,4.1
CZE,INTERNATIONAL LAW,11,44,7745,63.6,63.6,0.0,79.0,85.8,6.8,-15.4,-22.1,6.8
CZE,POLITICAL EVENTS AND ISSUES,16,21,3546,43.8,52.4,8.6,66.1,81.8,15.7,-22.3,-29.4,7.1
CZE,SPACE SCIENCES,3,5,887,66.7,60.0,-6.7,84.9,86.2,1.4,-18.2,-26.2,8.1
CZE,POLLUTION,3,3,503,100.0,100.0,0.0,95.3,85.5,-9.8,4.7,14.5,9.8
CZE,PUBLIC FINANCE,1,4,728,100.0,50.0,-50.0,95.7,83.8,-11.9,4.3,-33.8,29.5
DEU,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,6,1055,0.0,100.0,100.0,57.7,94.1,36.4,-57.7,5.9,-51.8
DEU,DEVELOPMENT,7,44,7917,28.6,86.4,57.8,76.3,93.7,17.4,-47.8,-7.3,-40.4
DEU,ENERGY RESOURCES,1,3,539,100.0,100.0,0.0,58.9,95.5,36.6,41.1,4.5,-36.6
DEU,WELFARE AND SOCIAL SERVICES,2,14,2466,50.0,92.9,42.9,85.1,95.7,10.6,-35.1,-2.8,-32.3
DEU,SOCIAL DEVELOPMENT,8,24,4224,37.5,87.5,50.0,75.3,93.6,18.3,-37.8,-6.1,-31.7
DEU,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,10,45,8097,40.0,84.4,44.4,79.8,93.1,13.4,-39.8,-8.7,-31.1
DEU,INTERNATIONAL TRADE,3,6,1087,33.3,66.7,33.3,80.9,85.5,4.6,-47.5,-18.8,-28.7
DEU,ECONOMIC CONDITIONS,2,11,1978,50.0,81.8,31.8,85.1,91.2,6.0,-35.1,-9.3,-25.8
DEU,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,5,904,33.3,60.0,26.7,80.9,82.9,2.0,-47.5,-22.9,-24.7
DEU,DEVELOPMENT FINANCE,2,11,2001,50.0,72.7,22.7,85.1,90.9,5.8,-35.1,-18.2,-16.9
DEU,SOCIAL CONDITIONS AND EQUITY,20,35,6127,45.0,80.0,35.0,71.1,91.6,20.4,-26.1,-11.6,-14.6
DEU,MAINTENANCE OF PEACE AND SECURITY,31,47,8076,58.1,72.3,14.3,77.3,81.3,4.1,-19.2,-9.0,-10.2
DEU,INTERNATIONAL RELATIONS,31,48,8074,61.3,79.2,17.9,75.9,84.2,8.3,-14.6,-5.1,-9.6
DEU,POLITICAL AND LEGAL QUESTIONS,80,131,22664,57.5,70.2,12.7,78.5,84.4,5.9,-21.0,-14.2,-6.8
DEU,RESOURCES (GENERAL),1,9,1613,100.0,100.0,0.0,90.0,96.6,6.6,10.0,3.4,-6.6
DEU,NATURAL RESOURCES AND THE ENVIRONMENT,6,30,5226,100.0,100.0,0.0,90.2,96.7,6.5,9.8,3.3,-6.5
DEU,HUMAN RIGHTS,17,19,3260,47.1,68.4,21.4,69.6,87.5,17.9,-22.5,-19.1,-3.4
DEU,WOMEN'S ADVANCEMENT,1,4,672,100.0,100.0,0.0,94.1,97.5,3.4,5.9,2.5,-3.4
DEU,MARINE RESOURCES,2,7,1216,100.0,100.0,0.0,95.6,97.4,1.7,4.4,2.6,-1.7
DEU,DISCRIMINATION,9,8,1410,44.4,62.5,18.1,69.5,86.1,16.6,-25.1,-23.6,-1.5
DEU,WILDLIFE,1,4,666,100.0,100.0,0.0,97.6,99.1,1.5,2.4,0.9,-1.5
DEU,SCIENCE AND TECHNOLOGY,8,16,2794,75.0,81.2,6.2,85.5,90.7,5.1,-10.5,-9.4,-1.1
DEU,POLITICAL EVENTS AND ISSUES,16,21,3546,50.0,66.7,16.7,66.1,81.8,15.7,-16.1,-15.1,-1.0
DEU,DISARMAMENT AND MILITARY QUESTIONS,41,42,7411,53.7,57.1,3.5,80.6,83.8,3.2,-26.9,-26.7,-0.2
DEU,ENVIRONMENT,3,25,4347,100.0,100.0,0.0,96.6,96.4,-0.3,3.4,3.6,0.3
DEU,GENERAL AND NATIONAL LAW,1,8,1423,100.0,87.5,-12.5,95.7,94.6,-1.1,4.3,-7.1,2.8
DEU,HUMANITARIAN AID AND RELIEF,5,16,2745,80.0,81.2,1.2,82.9,87.4,4.5,-2.9,-6.1,3.2
DEU,COMPUTER SCIENCE AND TECHNOLOGY,1,6,1066,100.0,83.3,-16.7,95.8,91.7,-4.1,4.2,-8.3,4.1
DEU,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,8,1390,80.0,75.0,-5.0,82.9,84.5,1.6,-2.9,-9.5,6.6
DEU,INTERNATIONAL LAW,11,44,7745,72.7,72.7,0.0,79.0,85.8,6.8,-6.3,-13.0,6.8
DEU,SPACE SCIENCES,3,5,887,66.7,60.0,-6.7,84.9,86.2,1.4,-18.2,-26.2,8.1
DEU,POLLUTION,2,3,503,100.0,100.0,0.0,95.3,85.5,-9.8,4.7,14.5,9.8
DEU,PUBLIC FINANCE,1,4,728,100.0,50.0,-50.0,95.7,83.8,-11.9,4.3,-33.8,29.5
DNK,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,6,1055,0.0,100.0,100.0,57.7,94.1,36.4,-57.7,5.9,-51.8
DNK,DEVELOPMENT,7,44,7917,28.6,86.4,57.8,76.3,93.7,17.4,-47.8,-7.3,-40.4
DNK,ENERGY RESOURCES,1,3,539,100.0,100.0,0.0,58.9,95.5,36.6,41.1,4.5,-36.6
DNK,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,10,45,8097,40.0,84.4,44.4,79.8,93.1,13.4,-39.8,-8.7,-31.1
DNK,INTERNATIONAL TRADE,3,6,1087,33.3,66.7,33.3,80.9,85.5,4.6,-47.5,-18.8,-28.7
DNK,ECONOMIC CONDITIONS,2,11,1978,50.0,81.8,31.8,85.1,91.2,6.0,-35.1,-9.3,-25.8
DNK,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,5,904,33.3,60.0,26.7,80.9,82.9,2.0,-47.5,-22.9,-24.7
DNK,SOCIAL DEVELOPMENT,8,24,4224,50.0,87.5,37.5,75.3,93.6,18.3,-25.3,-6.1,-19.2
DNK,DEVELOPMENT FINANCE,2,11,2001,50.0,72.7,22.7,85.1,90.9,5.8,-35.1,-18.2,-16.9
DNK,MAINTENANCE OF PEACE AND SECURITY,31,47,8076,54.8,74.5,19.6,77.3,81.3,4.1,-22.4,-6.9,-15.6
DNK,SCIENCE AND TECHNOLOGY,8,16,2794,62.5,81.2,18.8,85.5,90.7,5.1,-23.0,-9.4,-13.6
DNK,WELFARE AND SOCIAL SERVICES,2,14,2466,100.0,92.9,-7.1,85.1,95.7,10.6,14.9,-2.8,-12.1
DNK,HUMANITARIAN AID AND RELIEF,5,16,2745,100.0,93.8,-6.2,82.9,87.4,4.5,17.1,6.4,-10.7
DNK,POLITICAL EVENTS AND ISSUES,16,21,3546,50.0,76.2,26.2,66.1,81.8,15.7,-16.1,-5.6,-10.5
DNK,INTERNATIONAL RELATIONS,31,48,8074,61.3,79.2,17.9,75.9,84.2,8.3,-14.6,-5.1,-9.6
DNK,SOCIAL CONDITIONS AND EQUITY,20,35,6127,50.0,80.0,30.0,71.1,91.6,20.4,-21.1,-11.6,-9.6
DNK,POLITICAL AND LEGAL QUESTIONS,80,131,22664,57.5,71.0,13.5,78.5,84.4,5.9,-21.0,-13.4,-7.6
DNK,RESOURCES (GENERAL),1,9,1613,100.0,100.0,0.0,90.0,96.6,6.6,10.0,3.4,-6.6
DNK,NATURAL RESOURCES AND THE ENVIRONMENT,7,30,5226,100.0,100.0,0.0,90.2,96.7,6.5,9.8,3.3,-6.5
DNK,HUMAN RIGHTS,17,19,3260,47.1,68.4,21.4,69.6,87.5,17.9,-22.5,-19.1,-3.4
DNK,WOMEN'S ADVANCEMENT,1,4,672,100.0,100.0,0.0,94.1,97.5,3.4,5.9,2.5,-3.4
DNK,MARINE RESOURCES,3,7,1216,100.0,100.0,0.0,95.6,97.4,1.7,4.4,2.6,-1.7
DNK,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,8,1390,100.0,100.0,0.0,82.9,84.5,1.6,17.1,15.5,-1.6
DNK,DISCRIMINATION,9,8,1410,44.4,62.5,18.1,69.5,86.1,16.6,-25.1,-23.6,-1.5
DNK,WILDLIFE,1,4,666,100.0,100.0,0.0,97.6,99.1,1.5,2.4,0.9,-1.5
DNK,DISARMAMENT AND MILITARY QUESTIONS,41,42,7411,51.2,54.8,3.5,80.6,83.8,3.2,-29.4,-29.1,-0.3
DNK,ENVIRONMENT,3,25,4347,100.0,100.0,0.0,96.6,96.4,-0.3,3.4,3.6,0.3
DNK,GENERAL AND NATIONAL LAW,1,8,1423,100.0,87.5,-12.5,95.7,94.6,-1.1,4.3,-7.1,2.8
DNK,COMPUTER SCIENCE AND TECHNOLOGY,1,6,1066,100.0,83.3,-16.7,95.8,91.7,-4.1,4.2,-8.3,4.1
DNK,INTERNATIONAL LAW,11,44,7745,72.7,72.7,0.0,79.0,85.8,6.8,-6.3,-13.0,6.8
DNK,SPACE SCIENCES,3,5,887,66.7,60.0,-6.7,84.9,86.2,1.4,-18.2,-26.2,8.1
DNK,POLLUTION,3,3,503,100.0,100.0,0.0,95.3,85.5,-9.8,4.7,14.5,9.8
DNK,PUBLIC FINANCE,1,4,728,100.0,50.0,-50.0,95.7,83.8,-11.9,4.3,-33.8,29.5
ESP,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,6,1055,0.0,100.0,100.0,57.7,94.1,36.4,-57.7,5.9,-51.8
ESP,DEVELOPMENT,7,44,7917,28.6,86.4,57.8,76.3,93.7,17.4,-47.8,-7.3,-40.4
ESP,ENERGY RESOURCES,1,3,539,100.0,100.0,0.0,58.9,95.5,36.6,41.1,4.5,-36.6
ESP,SOCIAL DEVELOPMENT,8,24,4224,37.5,91.7,54.2,75.3,93.6,18.3,-37.8,-1.9,-35.9
ESP,WELFARE AND SOCIAL SERVICES,2,14,2466,50.0,92.9,42.9,85.1,95.7,10.6,-35.1,-2.8,-32.3
ESP,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,10,45,8097,40.0,84.4,44.4,79.8,93.1,13.4,-39.8,-8.7,-31.1
ESP,INTERNATIONAL TRADE,3,6,1087,33.3,66.7,33.3,80.9,85.5,4.6,-47.5,-18.8,-28.7
ESP,ECONOMIC CONDITIONS,2,11,1978,50.0,81.8,31.8,85.1,91.2,6.0,-35.1,-9.3,-25.8
ESP,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,5,904,33.3,60.0,26.7,80.9,82.9,2.0,-47.5,-22.9,-24.7
ESP,DEVELOPMENT FINANCE,2,11,2001,50.0,72.7,22.7,85.1,90.9,5.8,-35.1,-18.2,-16.9
ESP,SCIENCE AND TECHNOLOGY,8,16,2794,62.5,81.2,18.8,85.5,90.7,5.1,-23.0,-9.4,-13.6
ESP,SOCIAL CONDITIONS AND EQUITY,20,35,6127,50.0,82.9,32.9,71.1,91.6,20.4,-21.1,-8.7,-12.4
ESP,MAINTENANCE OF PEACE AND SECURITY,31,47,8076,61.3,76.6,15.3,77.3,81.3,4.1,-16.0,-4.7,-11.2
ESP,RESOURCES (GENERAL),1,9,1613,100.0,100.0,0.0,90.0,96.6,6.6,10.0,3.4,-6.6
ESP,NATURAL RESOURCES AND THE ENVIRONMENT,7,30,5226,100.0,100.0,0.0,90.2,96.7,6.5,9.8,3.3,-6.5
ESP,POLITICAL AND LEGAL QUESTIONS,80,131,22664,61.3,73.3,12.0,78.5,84.4,5.9,-17.3,-11.2,-6.1
ESP,INTERNATIONAL RELATIONS,31,48,8074,67.7,81.2,13.5,75.9,84.2,8.3,-8.2,-3.0,-5.2
ESP,POLITICAL EVENTS AND ISSUES,16,21,3546,56.2,76.2,19.9,66.1,81.8,15.7,-9.8,-5.6,-4.3
ESP,WOMEN'S ADVANCEMENT,1,4,672,100.0,100.0,0.0,94.1,97.5,3.4,5.9,2.5,-3.4
ESP,HUMAN RIGHTS,17,19,3260,52.9,73.7,20.7,69.6,87.5,17.9,-16.6,-13.8,-2.8
ESP,MARINE RESOURCES,3,7,1216,100.0,100.0,0.0,95.6,97.4,1.7,4.4,2.6,-1.7
ESP,WILDLIFE,1,4,666,100.0,100.0,0.0,97.6,99.1,1.5,2.4,0.9,-1.5
ESP,ENVIRONMENT,3,25,4347,100.0,100.0,0.0,96.6,96.4,-0.3,3.4,3.6,0.3
ESP,DISARMAMENT AND MILITARY QUESTIONS,41,42,7411,56.1,57.1,1.0,80.6,83.8,3.2,-24.5,-26.7,2.2
ESP,GENERAL AND NATIONAL LAW,1,8,1423,100.0,87.5,-12.5,95.7,94.6,-1.1,4.3,-7.1,2.8
ESP,HUMANITARIAN AID AND RELIEF,5,16,2745,80.0,93.8,13.8,82.9,87.4,4.5,-2.9,6.4,3.5
ESP,COMPUTER SCIENCE AND TECHNOLOGY,1,6,1066,100.0,83.3,-16.7,95.8,91.7,-4.1,4.2,-8.3,4.1
ESP,INTERNATIONAL LAW,11,44,7745,81.8,75.0,-6.8,79.0,85.8,6.8,2.8,-10.8,8.0
ESP,SPACE SCIENCES,3,5,887,66.7,60.0,-6.7,84.9,86.2,1.4,-18.2,-26.2,8.1
ESP,DISCRIMINATION,9,8,1410,55.6,62.5,6.9,69.5,86.1,16.6,-14.0,-23.6,9.6
ESP,POLLUTION,3,3,503,100.0,100.0,0.0,95.3,85.5,-9.8,4.7,14.5,9.8
ESP,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,8,1390,80.0,100.0,20.0,82.9,84.5,1.6,-2.9,15.5,12.6
ESP,PUBLIC FINANCE,1,4,728,100.0,50.0,-50.0,95.7,83.8,-11.9,4.3,-33.8,29.5
EST,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,6,1055,0.0,100.0,100.0,57.7,94.1,36.4,-57.7,5.9,-51.8
EST,DEVELOPMENT,7,43,7917,28.6,86.0,57.5,76.3,93.7,17.4,-47.8,-7.7,-40.1
EST,ENERGY RESOURCES,1,3,539,100.0,100.0,0.0,58.9,95.5,36.6,41.1,4.5,-36.6
EST,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,10,44,8097,40.0,84.1,44.1,79.8,93.1,13.4,-39.8,-9.0,-30.7
EST,ECONOMIC CONDITIONS,2,10,1978,50.0,80.0,30.0,85.1,91.2,6.0,-35.1,-11.2,-24.0
EST,INTERNATIONAL TRADE,3,5,1087,33.3,60.0,26.7,80.9,85.5,4.6,-47.5,-25.5,-22.1
EST,SOCIAL DEVELOPMENT,8,24,4224,50.0,87.5,37.5,75.3,93.6,18.3,-25.3,-6.1,-19.2
EST,HUMANITARIAN AID AND RELIEF,5,16,2745,100.0,87.5,-12.5,82.9,87.4,4.5,17.1,0.1,-17.0
EST,DEVELOPMENT FINANCE,2,11,2001,50.0,72.7,22.7,85.1,90.9,5.8,-35.1,-18.2,-16.9
EST,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,4,904,33.3,50.0,16.7,80.9,82.9,2.0,-47.5,-32.9,-14.7
EST,SCIENCE AND TECHNOLOGY,8,16,2794,62.5,81.2,18.8,85.5,90.7,5.1,-23.0,-9.4,-13.6
EST,MAINTENANCE OF PEACE AND SECURITY,31,47,8076,54.8,72.3,17.5,77.3,81.3,4.1,-22.4,-9.0,-13.4
EST,WELFARE AND SOCIAL SERVICES,2,14,2466,100.0,92.9,-7.1,85.1,95.7,10.6,14.9,-2.8,-12.1
EST,SOCIAL CONDITIONS AND EQUITY,20,35,6127,50.0,80.0,30.0,71.1,91.6,20.4,-21.1,-11.6,-9.6
EST,POLITICAL AND LEGAL QUESTIONS,80,130,22664,55.0,67.7,12.7,78.5,84.4,5.9,-23.5,-16.7,-6.8
EST,RESOURCES (GENERAL),1,9,1613,100.0,100.0,0.0,90.0,96.6,6.6,10.0,3.4,-6.6
EST,NATURAL RESOURCES AND THE ENVIRONMENT,7,30,5226,100.0,100.0,0.0,90.2,96.7,6.5,9.8,3.3,-6.5
EST,INTERNATIONAL RELATIONS,31,47,8074,61.3,74.5,13.2,75.9,84.2,8.3,-14.6,-9.8,-4.9
EST,HUMAN RIGHTS,17,19,3260,47.1,68.4,21.4,69.6,87.5,17.9,-22.5,-19.1,-3.4
EST,WOMEN'S ADVANCEMENT,1,4,672,100.0,100.0,0.0,94.1,97.5,3.4,5.9,2.5,-3.4
EST,POLITICAL EVENTS AND ISSUES,16,20,3546,56.2,75.0,18.8,66.1,81.8,15.7,-9.8,-6.8,-3.1
EST,MARINE RESOURCES,3,7,1216,100.0,100.0,0.0,95.6,97.4,1.7,4.4,2.6,-1.7
EST,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,8,1390,100.0,100.0,0.0,82.9,84.5,1.6,17.1,15.5,-1.6
EST,DISCRIMINATION,9,8,1410,44.4,62.5,18.1,69.5,86.1,16.6,-25.1,-23.6,-1.5
EST,WILDLIFE,1,4,666,100.0,100.0,0.0,97.6,99.1,1.5,2.4,0.9,-1.5
EST,ENVIRONMENT,3,25,4347,100.0,100.0,0.0,96.6,96.4,-0.3,3.4,3.6,0.3
EST,DISARMAMENT AND MILITARY QUESTIONS,41,42,7411,48.8,50.0,1.2,80.6,83.8,3.2,-31.8,-33.8,2.0
EST,INTERNATIONAL LAW,11,44,7745,63.6,68.2,4.5,79.0,85.8,6.8,-15.4,-17.6,2.2
EST,GENERAL AND NATIONAL LAW,1,8,1423,100.0,87.5,-12.5,95.7,94.6,-1.1,4.3,-7.1,2.8
EST,COMPUTER SCIENCE AND TECHNOLOGY,1,6,1066,100.0,83.3,-16.7,95.8,91.7,-4.1,4.2,-8.3,4.1
EST,SPACE SCIENCES,3,5,887,66.7,60.0,-6.7,84.9,86.2,1.4,-18.2,-26.2,8.1
EST,POLLUTION,3,3,503,100.0,100.0,0.0,95.3,85.5,-9.8,4.7,14.5,9.8
EST,PUBLIC FINANCE,1,4,728,100.0,50.0,-50.0,95.7,83.8,-11.9,4.3,-33.8,29.5
FIN,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,6,1055,0.0,100.0,100.0,57.7,94.1,36.4,-57.7,5.9,-51.8
FIN,DEVELOPMENT,7,44,7917,28.6,86.4,57.8,76.3,93.7,17.4,-47.8,-7.3,-40.4
FIN,ENERGY RESOURCES,1,3,539,100.0,100.0,0.0,58.9,95.5,36.6,41.1,4.5,-36.6
FIN,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,10,45,8097,40.0,84.4,44.4,79.8,93.1,13.4,-39.8,-8.7,-31.1
FIN,INTERNATIONAL TRADE,3,6,1087,33.3,66.7,33.3,80.9,85.5,4.6,-47.5,-18.8,-28.7
FIN,ECONOMIC CONDITIONS,2,11,1978,50.0,81.8,31.8,85.1,91.2,6.0,-35.1,-9.3,-25.8
FIN,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,5,904,33.3,60.0,26.7,80.9,82.9,2.0,-47.5,-22.9,-24.7
FIN,SOCIAL DEVELOPMENT,8,24,4224,50.0,91.7,41.7,75.3,93.6,18.3,-25.3,-1.9,-23.4
FIN,HUMANITARIAN AID AND RELIEF,5,16,2745,100.0,87.5,-12.5,82.9,87.4,4.5,17.1,0.1,-17.0
FIN,DEVELOPMENT FINANCE,2,11,2001,50.0,72.7,22.7,85.1,90.9,5.8,-35.1,-18.2,-16.9
FIN,SCIENCE AND TECHNOLOGY,8,16,2794,62.5,81.2,18.8,85.5,90.7,5.1,-23.0,-9.4,-13.6
FIN,MAINTENANCE OF PEACE AND SECURITY,31,47,8076,61.3,78.7,17.4,77.3,81.3,4.1,-16.0,-2.6,-13.4
FIN,SOCIAL CONDITIONS AND EQUITY,20,35,6127,50.0,82.9,32.9,71.1,91.6,20.4,-21.1,-8.7,-12.4
FIN,WELFARE AND SOCIAL SERVICES,2,14,2466,100.0,92.9,-7.1,85.1,95.7,10.6,14.9,-2.8,-12.1
FIN,HUMAN RIGHTS,17,19,3260,47.1,73.7,26.6,69.6,87.5,17.9,-22.5,-13.8,-8.7
FIN,POLITICAL AND LEGAL QUESTIONS,80,131,22664,57.5,71.8,14.3,78.5,84.4,5.9,-21.0,-12.7,-8.4
FIN,RESOURCES (GENERAL),1,9,1613,100.0,100.0,0.0,90.0,96.6,6.6,10.0,3.4,-6.6
FIN,NATURAL RESOURCES AND THE ENVIRONMENT,7,30,5226,100.0,100.0,0.0,90.2,96.7,6.5,9.8,3.3,-6.5
FIN,POLITICAL EVENTS AND ISSUES,16,21,3546,56.2,76.2,19.9,66.1,81.8,15.7,-9.8,-5.6,-4.3
FIN,WOMEN'S ADVANCEMENT,1,4,672,100.0,100.0,0.0,94.1,97.5,3.4,5.9,2.5,-3.4
FIN,INTERNATIONAL RELATIONS,31,48,8074,67.7,79.2,11.4,75.9,84.2,8.3,-8.2,-5.1,-3.1
FIN,MARINE RESOURCES,3,7,1216,100.0,100.0,0.0,95.6,97.4,1.7,4.4,2.6,-1.7
FIN,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,8,1390,100.0,100.0,0.0,82.9,84.5,1.6,17.1,15.5,-1.6
FIN,DISCRIMINATION,9,8,1410,44.4,62.5,18.1,69.5,86.1,16.6,-25.1,-23.6,-1.5
FIN,WILDLIFE,1,4,666,100.0,100.0,0.0,97.6,99.1,1.5,2.4,0.9,-1.5
FIN,DISARMAMENT AND MILITARY QUESTIONS,41,42,7411,53.7,57.1,3.5,80.6,83.8,3.2,-26.9,-26.7,-0.2
FIN,ENVIRONMENT,3,25,4347,100.0,100.0,0.0,96.6,96.4,-0.3,3.4,3.6,0.3
FIN,GENERAL AND NATIONAL LAW,1,8,1423,100.0,87.5,-12.5,95.7,94.6,-1.1,4.3,-7.1,2.8
FIN,COMPUTER SCIENCE AND TECHNOLOGY,1,6,1066,100.0,83.3,-16.7,95.8,91.7,-4.1,4.2,-8.3,4.1
FIN,SPACE SCIENCES,3,5,887,66.7,60.0,-6.7,84.9,86.2,1.4,-18.2,-26.2,8.1
FIN,INTERNATIONAL LAW,11,44,7745,72.7,70.5,-2.3,79.0,85.8,6.8,-6.3,-15.3,9.0
FIN,POLLUTION,3,3,503,100.0,100.0,0.0,95.3,85.5,-9.8,4.7,14.5,9.8
FIN,PUBLIC FINANCE,1,4,728,100.0,50.0,-50.0,95.7,83.8,-11.9,4.3,-33.8,29.5
FRA,DEVELOPMENT,7,44,7917,14.3,84.1,69.8,76.3,93.7,17.4,-62.1,-9.6,-52.4
FRA,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,6,1055,0.0,100.0,100.0,57.7,94.1,36.4,-57.7,5.9,-51.8
FRA,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,10,45,8097,30.0,82.2,52.2,79.8,93.1,13.4,-49.8,-10.9,-38.9
FRA,ENERGY RESOURCES,1,3,539,100.0,100.0,0.0,58.9,95.5,36.6,41.1,4.5,-36.6
FRA,WELFARE AND SOCIAL SERVICES,2,14,2466,50.0,92.9,42.9,85.1,95.7,10.6,-35.1,-2.8,-32.3
FRA,SOCIAL DEVELOPMENT,8,24,4224,37.5,87.5,50.0,75.3,93.6,18.3,-37.8,-6.1,-31.7
FRA,ENVIRONMENT,3,25,4347,66.7,96.0,29.3,96.6,96.4,-0.3,-30.0,-0.4,-29.6
FRA,INTERNATIONAL TRADE,3,6,1087,33.3,66.7,33.3,80.9,85.5,4.6,-47.5,-18.8,-28.7
FRA,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,5,904,33.3,60.0,26.7,80.9,82.9,2.0,-47.5,-22.9,-24.7
FRA,DEVELOPMENT FINANCE,2,11,2001,50.0,72.7,22.7,85.1,90.9,5.8,-35.1,-18.2,-16.9
