iso3,topic,country_total_votes_2024,country_total_votes_2025,world_total_votes_2025,country_yes_pct_2024,country_yes_pct_2025,country_yes_pct_change,world_yes_pct_2024,world_yes_pct_2025,world_yes_pct_change,gap_vs_world_yes_2024,gap_vs_world_yes_2025,abs_gap_change
LTU,RESOURCES (GENERAL),1,9,1613,100.0,100.0,0.0,90.0,96.6,6.6,10.0,3.4,-6.6
LTU,NATURAL RESOURCES AND THE ENVIRONMENT,7,30,5226,100.0,100.0,0.0,90.2,96.7,6.5,9.8,3.3,-6.5
LTU,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,5,904,33.3,40.0,6.7,80.9,82.9,2.0,-47.5,-42.9,-4.7
LTU,INTERNATIONAL LAW,11,44,7745,54.5,65.9,11.4,79.0,85.8,6.8,-24.5,-19.9,-4.6
LTU,HUMAN RIGHTS,17,19,3260,47.1,68.4,21.4,69.6,87.5,17.9,-22.5,-19.1,-3.4
LTU,WOMEN'S ADVANCEMENT,1,4,672,100.0,100.0,0.0,94.1,97.5,3.4,5.9,2.5,-3.4
LTU,MARINE RESOURCES,3,7,1216,100.0,100.0,0.0,95.6,97.4,1.7,4.4,2.6,-1.7
LTU,DISCRIMINATION,9,8,1410,44.4,62.5,18.1,69.5,86.1,16.6,-25.1,-23.6,-1.5
LTU,WILDLIFE,1,4,666,100.0,100.0,0.0,97.6,99.1,1.5,2.4,0.9,-1.5
LTU,POLITICAL EVENTS AND ISSUES,16,21,3546,50.0,66.7,16.7,66.1,81.8,15.7,-16.1,-15.1,-1.0
LTU,DISARMAMENT AND MILITARY QUESTIONS,41,42,7411,46.3,50.0,3.7,80.6,83.8,3.2,-34.2,-33.8,-0.4
LTU,ENVIRONMENT,3,25,4347,100.0,100.0,0.0,96.6,96.4,-0.3,3.4,3.6,0.3
LTU,GENERAL AND NATIONAL LAW,1,8,1423,100.0,87.5,-12.5,95.7,94.6,-1.1,4.3,-7.1,2.8
LTU,COMPUTER SCIENCE AND TECHNOLOGY,1,6,1066,100.0,83.3,-16.7,95.8,91.7,-4.1,4.2,-8.3,4.1
LTU,SPACE SCIENCES,3,5,887,66.7,60.0,-6.7,84.9,86.2,1.4,-18.2,-26.2,8.1
LTU,POLLUTION,3,3,503,100.0,100.0,0.0,95.3,85.5,-9.8,4.7,14.5,9.8
LTU,PUBLIC FINANCE,1,4,728,100.0,50.0,-50.0,95.7,83.8,-11.9,4.3,-33.8,29.5
LUX,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,6,1055,0.0,100.0,100.0,57.7,94.1,36.4,-57.7,5.9,-51.8
LUX,DEVELOPMENT,7,44,7917,28.6,86.4,57.8,76.3,93.7,17.4,-47.8,-7.3,-40.4
LUX,ENERGY RESOURCES,1,3,539,100.0,100.0,0.0,58.9,95.5,36.6,41.1,4.5,-36.6
LUX,SOCIAL DEVELOPMENT,8,24,4224,37.5,91.7,54.2,75.3,93.6,18.3,-37.8,-1.9,-35.9
LUX,WELFARE AND SOCIAL SERVICES,2,14,2466,50.0,92.9,42.9,85.1,95.7,10.6,-35.1,-2.8,-32.3
LUX,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,10,45,8097,40.0,84.4,44.4,79.8,93.1,13.4,-39.8,-8.7,-31.1
LUX,INTERNATIONAL TRADE,3,6,1087,33.3,66.7,33.3,80.9,85.5,4.6,-47.5,-18.8,-28.7
LUX,ECONOMIC CONDITIONS,2,11,1978,50.0,81.8,31.8,85.1,91.2,6.0,-35.1,-9.3,-25.8
LUX,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,5,904,33.3,60.0,26.7,80.9,82.9,2.0,-47.5,-22.9,-24.7
LUX,SOCIAL CONDITIONS AND EQUITY,20,35,6127,45.0,82.9,37.9,71.1,91.6,20.4,-26.1,-8.7,-17.4
LUX,DEVELOPMENT FINANCE,2,11,2001,50.0,72.7,22.7,85.1,90.9,5.8,-35.1,-18.2,-16.9
LUX,SCIENCE AND TECHNOLOGY,8,16,2794,62.5,81.2,18.8,85.5,90.7,5.1,-23.0,-9.4,-13.6
LUX,MAINTENANCE OF PEACE AND SECURITY,31,47,8076,61.3,74.5,13.2,77.3,81.3,4.1,-16.0,-6.9,-9.1
LUX,HUMAN RIGHTS,17,19,3260,47.1,73.7,26.6,69.6,87.5,17.9,-22.5,-13.8,-8.7
LUX,POLITICAL AND LEGAL QUESTIONS,80,131,22664,60.0,72.5,12.5,78.5,84.4,5.9,-18.5,-11.9,-6.6
LUX,RESOURCES (GENERAL),1,9,1613,100.0,100.0,0.0,90.0,96.6,6.6,10.0,3.4,-6.6
LUX,NATURAL RESOURCES AND THE ENVIRONMENT,7,30,5226,100.0,100.0,0.0,90.2,96.7,6.5,9.8,3.3,-6.5
LUX,INTERNATIONAL RELATIONS,31,48,8074,64.5,79.2,14.7,75.9,84.2,8.3,-11.4,-5.1,-6.4
LUX,POLITICAL EVENTS AND ISSUES,16,21,3546,56.2,76.2,19.9,66.1,81.8,15.7,-9.8,-5.6,-4.3
LUX,WOMEN'S ADVANCEMENT,1,4,672,100.0,100.0,0.0,94.1,97.5,3.4,5.9,2.5,-3.4
LUX,MARINE RESOURCES,3,7,1216,100.0,100.0,0.0,95.6,97.4,1.7,4.4,2.6,-1.7
LUX,DISCRIMINATION,9,8,1410,44.4,62.5,18.1,69.5,86.1,16.6,-25.1,-23.6,-1.5
LUX,WILDLIFE,1,4,666,100.0,100.0,0.0,97.6,99.1,1.5,2.4,0.9,-1.5
LUX,ENVIRONMENT,3,25,4347,100.0,100.0,0.0,96.6,96.4,-0.3,3.4,3.6,0.3
LUX,DISARMAMENT AND MILITARY QUESTIONS,41,42,7411,56.1,57.1,1.0,80.6,83.8,3.2,-24.5,-26.7,2.2
LUX,GENERAL AND NATIONAL LAW,1,8,1423,100.0,87.5,-12.5,95.7,94.6,-1.1,4.3,-7.1,2.8
LUX,HUMANITARIAN AID AND RELIEF,5,16,2745,80.0,93.8,13.8,82.9,87.4,4.5,-2.9,6.4,3.5
LUX,COMPUTER SCIENCE AND TECHNOLOGY,1,6,1066,100.0,83.3,-16.7,95.8,91.7,-4.1,4.2,-8.3,4.1
LUX,INTERNATIONAL LAW,11,44,7745,81.8,75.0,-6.8,79.0,85.8,6.8,2.8,-10.8,8.0
LUX,SPACE SCIENCES,3,5,887,66.7,60.0,-6.7,84.9,86.2,1.4,-18.2,-26.2,8.1
LUX,POLLUTION,3,3,503,100.0,100.0,0.0,95.3,85.5,-9.8,4.7,14.5,9.8
LUX,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,8,1390,80.0,100.0,20.0,82.9,84.5,1.6,-2.9,15.5,12.6
LUX,PUBLIC FINANCE,1,4,728,100.0,50.0,-50.0,95.7,83.8,-11.9,4.3,-33.8,29.5
LVA,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,6,1055,0.0,100.0,100.0,57.7,94.1,36.4,-57.7,5.9,-51.8
LVA,DEVELOPMENT,7,44,7917,28.6,84.1,55.5,76.3,93.7,17.4,-47.8,-9.6,-38.1
LVA,ENERGY RESOURCES,1,3,539,100.0,100.0,0.0,58.9,95.5,36.6,41.1,4.5,-36.6
LVA,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,10,45,8097,40.0,82.2,42.2,79.8,93.1,13.4,-39.8,-10.9,-28.9
LVA,SOCIAL DEVELOPMENT,8,24,4224,50.0,87.5,37.5,75.3,93.6,18.3,-25.3,-6.1,-19.2
LVA,DEVELOPMENT FINANCE,2,11,2001,50.0,72.7,22.7,85.1,90.9,5.8,-35.1,-18.2,-16.9
LVA,ECONOMIC CONDITIONS,2,11,1978,50.0,72.7,22.7,85.1,91.2,6.0,-35.1,-18.4,-16.7
LVA,SCIENCE AND TECHNOLOGY,8,16,2794,62.5,81.2,18.8,85.5,90.7,5.1,-23.0,-9.4,-13.6
LVA,WELFARE AND SOCIAL SERVICES,2,14,2466,100.0,92.9,-7.1,85.1,95.7,10.6,14.9,-2.8,-12.1
LVA,INTERNATIONAL TRADE,3,6,1087,33.3,50.0,16.7,80.9,85.5,4.6,-47.5,-35.5,-12.1
LVA,MAINTENANCE OF PEACE AND SECURITY,31,47,8076,58.1,72.3,14.3,77.3,81.3,4.1,-19.2,-9.0,-10.2
LVA,SOCIAL CONDITIONS AND EQUITY,20,35,6127,50.0,80.0,30.0,71.1,91.6,20.4,-21.1,-11.6,-9.6
LVA,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,8,1390,100.0,75.0,-25.0,82.9,84.5,1.6,17.1,-9.5,-7.6
LVA,RESOURCES (GENERAL),1,9,1613,100.0,100.0,0.0,90.0,96.6,6.6,10.0,3.4,-6.6
LVA,NATURAL RESOURCES AND THE ENVIRONMENT,7,30,5226,100.0,100.0,0.0,90.2,96.7,6.5,9.8,3.3,-6.5
LVA,POLITICAL AND LEGAL QUESTIONS,80,131,22664,55.0,67.2,12.2,78.5,84.4,5.9,-23.5,-17.3,-6.3
LVA,HUMANITARIAN AID AND RELIEF,5,16,2745,100.0,75.0,-25.0,82.9,87.4,4.5,17.1,-12.4,-4.7
LVA,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,5,904,33.3,40.0,6.7,80.9,82.9,2.0,-47.5,-42.9,-4.7
LVA,HUMAN RIGHTS,17,19,3260,47.1,68.4,21.4,69.6,87.5,17.9,-22.5,-19.1,-3.4
LVA,WOMEN'S ADVANCEMENT,1,4,672,100.0,100.0,0.0,94.1,97.5,3.4,5.9,2.5,-3.4
LVA,INTERNATIONAL RELATIONS,31,48,8074,64.5,75.0,10.5,75.9,84.2,8.3,-11.4,-9.2,-2.2
LVA,MARINE RESOURCES,3,7,1216,100.0,100.0,0.0,95.6,97.4,1.7,4.4,2.6,-1.7
LVA,DISCRIMINATION,9,8,1410,44.4,62.5,18.1,69.5,86.1,16.6,-25.1,-23.6,-1.5
LVA,WILDLIFE,1,4,666,100.0,100.0,0.0,97.6,99.1,1.5,2.4,0.9,-1.5
LVA,DISARMAMENT AND MILITARY QUESTIONS,41,42,7411,48.8,52.4,3.6,80.6,83.8,3.2,-31.8,-31.5,-0.4
LVA,ENVIRONMENT,3,25,4347,100.0,100.0,0.0,96.6,96.4,-0.3,3.4,3.6,0.3
LVA,GENERAL AND NATIONAL LAW,1,8,1423,100.0,87.5,-12.5,95.7,94.6,-1.1,4.3,-7.1,2.8
LVA,COMPUTER SCIENCE AND TECHNOLOGY,1,6,1066,100.0,83.3,-16.7,95.8,91.7,-4.1,4.2,-8.3,4.1
LVA,SPACE SCIENCES,3,5,887,66.7,60.0,-6.7,84.9,86.2,1.4,-18.2,-26.2,8.1
LVA,POLLUTION,3,3,503,100.0,100.0,0.0,95.3,85.5,-9.8,4.7,14.5,9.8
LVA,POLITICAL EVENTS AND ISSUES,16,21,3546,56.2,61.9,5.7,66.1,81.8,15.7,-9.8,-19.8,10.0
LVA,INTERNATIONAL LAW,11,44,7745,72.7,68.2,-4.5,79.0,85.8,6.8,-6.3,-17.6,11.3
LVA,PUBLIC FINANCE,1,4,728,100.0,50.0,-50.0,95.7,83.8,-11.9,4.3,-33.8,29.5
MCO,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,6,1055,0.0,100.0,100.0,57.7,94.1,36.4,-57.7,5.9,-51.8
MCO,DEVELOPMENT,7,44,7917,28.6,86.4,57.8,76.3,93.7,17.4,-47.8,-7.3,-40.4
MCO,ENERGY RESOURCES,1,3,539,100.0,100.0,0.0,58.9,95.5,36.6,41.1,4.5,-36.6
MCO,SOCIAL DEVELOPMENT,8,24,4224,37.5,91.7,54.2,75.3,93.6,18.3,-37.8,-1.9,-35.9
MCO,WELFARE AND SOCIAL SERVICES,2,14,2466,50.0,92.9,42.9,85.1,95.7,10.6,-35.1,-2.8,-32.3
MCO,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,10,45,8097,40.0,84.4,44.4,79.8,93.1,13.4,-39.8,-8.7,-31.1
MCO,INTERNATIONAL TRADE,3,6,1087,33.3,66.7,33.3,80.9,85.5,4.6,-47.5,-18.8,-28.7
MCO,ECONOMIC CONDITIONS,2,11,1978,50.0,81.8,31.8,85.1,91.2,6.0,-35.1,-9.3,-25.8
MCO,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,5,904,33.3,60.0,26.7,80.9,82.9,2.0,-47.5,-22.9,-24.7
MCO,SOCIAL CONDITIONS AND EQUITY,20,35,6127,45.0,82.9,37.9,71.1,91.6,20.4,-26.1,-8.7,-17.4
MCO,DEVELOPMENT FINANCE,2,11,2001,50.0,72.7,22.7,85.1,90.9,5.8,-35.1,-18.2,-16.9
MCO,HUMAN RIGHTS,17,19,3260,47.1,73.7,26.6,69.6,87.5,17.9,-22.5,-13.8,-8.7
MCO,MAINTENANCE OF PEACE AND SECURITY,30,46,8076,60.0,71.7,11.7,77.3,81.3,4.1,-17.3,-9.6,-7.7
MCO,POLITICAL AND LEGAL QUESTIONS,78,127,22664,57.7,70.9,13.2,78.5,84.4,5.9,-20.8,-13.6,-7.3
MCO,RESOURCES (GENERAL),1,9,1613,100.0,100.0,0.0,90.0,96.6,6.6,10.0,3.4,-6.6
MCO,NATURAL RESOURCES AND THE ENVIRONMENT,6,29,5226,100.0,100.0,0.0,90.2,96.7,6.5,9.8,3.3,-6.5
MCO,POLITICAL EVENTS AND ISSUES,15,20,3546,53.3,75.0,21.7,66.1,81.8,15.7,-12.7,-6.8,-6.0
MCO,SCIENCE AND TECHNOLOGY,7,16,2794,71.4,81.2,9.8,85.5,90.7,5.1,-14.1,-9.4,-4.7
MCO,INTERNATIONAL RELATIONS,31,47,8074,64.5,76.6,12.1,75.9,84.2,8.3,-11.4,-7.6,-3.8
MCO,WOMEN'S ADVANCEMENT,1,4,672,100.0,100.0,0.0,94.1,97.5,3.4,5.9,2.5,-3.4
MCO,MARINE RESOURCES,3,7,1216,100.0,100.0,0.0,95.6,97.4,1.7,4.4,2.6,-1.7
MCO,DISCRIMINATION,9,8,1410,44.4,62.5,18.1,69.5,86.1,16.6,-25.1,-23.6,-1.5
MCO,WILDLIFE,1,4,666,100.0,100.0,0.0,97.6,99.1,1.5,2.4,0.9,-1.5
MCO,ENVIRONMENT,2,24,4347,100.0,100.0,0.0,96.6,96.4,-0.3,3.4,3.6,0.3
MCO,DISARMAMENT AND MILITARY QUESTIONS,40,41,7411,55.0,56.1,1.1,80.6,83.8,3.2,-25.6,-27.7,2.1
MCO,GENERAL AND NATIONAL LAW,1,8,1423,100.0,87.5,-12.5,95.7,94.6,-1.1,4.3,-7.1,2.8
MCO,HUMANITARIAN AID AND RELIEF,5,15,2745,80.0,93.3,13.3,82.9,87.4,4.5,-2.9,6.0,3.1
MCO,COMPUTER SCIENCE AND TECHNOLOGY,1,6,1066,100.0,83.3,-16.7,95.8,91.7,-4.1,4.2,-8.3,4.1
MCO,SPACE SCIENCES,3,5,887,66.7,60.0,-6.7,84.9,86.2,1.4,-18.2,-26.2,8.1
MCO,INTERNATIONAL LAW,11,43,7745,81.8,74.4,-7.4,79.0,85.8,6.8,2.8,-11.4,8.5
MCO,POLLUTION,2,2,503,100.0,100.0,0.0,95.3,85.5,-9.8,4.7,14.5,9.8
MCO,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,8,1390,80.0,100.0,20.0,82.9,84.5,1.6,-2.9,15.5,12.6
MCO,PUBLIC FINANCE,1,4,728,100.0,50.0,-50.0,95.7,83.8,-11.9,4.3,-33.8,29.5
MDA,DEVELOPMENT FINANCE,2,11,2001,0.0,72.7,72.7,85.1,90.9,5.8,-85.1,-18.2,-66.9
MDA,ECONOMIC CONDITIONS,2,11,1978,0.0,72.7,72.7,85.1,91.2,6.0,-85.1,-18.4,-66.7
MDA,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,6,1055,0.0,100.0,100.0,57.7,94.1,36.4,-57.7,5.9,-51.8
MDA,INTERNATIONAL TRADE,3,6,1087,0.0,50.0,50.0,80.9,85.5,4.6,-80.9,-35.5,-45.4
MDA,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,10,45,8097,30.0,82.2,52.2,79.8,93.1,13.4,-49.8,-10.9,-38.9
MDA,DEVELOPMENT,7,44,7917,28.6,84.1,55.5,76.3,93.7,17.4,-47.8,-9.6,-38.1
MDA,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,5,904,0.0,40.0,40.0,80.9,82.9,2.0,-80.9,-42.9,-38.0
MDA,ENERGY RESOURCES,1,3,539,100.0,100.0,0.0,58.9,95.5,36.6,41.1,4.5,-36.6
MDA,WELFARE AND SOCIAL SERVICES,2,14,2466,50.0,92.9,42.9,85.1,95.7,10.6,-35.1,-2.8,-32.3
MDA,SOCIAL DEVELOPMENT,8,24,4224,37.5,87.5,50.0,75.3,93.6,18.3,-37.8,-6.1,-31.7
MDA,SOCIAL CONDITIONS AND EQUITY,20,35,6127,45.0,80.0,35.0,71.1,91.6,20.4,-26.1,-11.6,-14.6
MDA,HUMANITARIAN AID AND RELIEF,5,16,2745,60.0,100.0,40.0,82.9,87.4,4.5,-22.9,12.6,-10.3
MDA,INTERNATIONAL RELATIONS,31,48,8074,61.3,77.1,15.8,75.9,84.2,8.3,-14.6,-7.1,-7.5
MDA,SCIENCE AND TECHNOLOGY,8,16,2794,75.0,87.5,12.5,85.5,90.7,5.1,-10.5,-3.2,-7.4
MDA,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,8,1390,60.0,100.0,40.0,82.9,84.5,1.6,-22.9,15.5,-7.4
MDA,RESOURCES (GENERAL),1,9,1613,100.0,100.0,0.0,90.0,96.6,6.6,10.0,3.4,-6.6
MDA,NATURAL RESOURCES AND THE ENVIRONMENT,7,30,5226,100.0,100.0,0.0,90.2,96.7,6.5,9.8,3.3,-6.5
MDA,POLITICAL EVENTS AND ISSUES,16,20,3546,50.0,70.0,20.0,66.1,81.8,15.7,-16.1,-11.8,-4.3
MDA,HUMAN RIGHTS,17,19,3260,47.1,68.4,21.4,69.6,87.5,17.9,-22.5,-19.1,-3.4
MDA,WOMEN'S ADVANCEMENT,1,4,672,100.0,100.0,0.0,94.1,97.5,3.4,5.9,2.5,-3.4
MDA,POLITICAL AND LEGAL QUESTIONS,80,130,22664,66.2,75.4,9.1,78.5,84.4,5.9,-12.3,-9.0,-3.2
MDA,MARINE RESOURCES,3,7,1216,100.0,100.0,0.0,95.6,97.4,1.7,4.4,2.6,-1.7
MDA,DISCRIMINATION,9,8,1410,44.4,62.5,18.1,69.5,86.1,16.6,-25.1,-23.6,-1.5
MDA,WILDLIFE,1,4,666,100.0,100.0,0.0,97.6,99.1,1.5,2.4,0.9,-1.5
MDA,MAINTENANCE OF PEACE AND SECURITY,31,47,8076,74.2,83.0,8.8,77.3,81.3,4.1,-3.1,1.6,-1.4
MDA,DISARMAMENT AND MILITARY QUESTIONS,41,42,7411,73.2,76.2,3.0,80.6,83.8,3.2,-7.4,-7.6,0.2
MDA,ENVIRONMENT,3,25,4347,100.0,100.0,0.0,96.6,96.4,-0.3,3.4,3.6,0.3
MDA,GENERAL AND NATIONAL LAW,1,8,1423,100.0,87.5,-12.5,95.7,94.6,-1.1,4.3,-7.1,2.8
MDA,COMPUTER SCIENCE AND TECHNOLOGY,1,6,1066,100.0,100.0,0.0,95.8,91.7,-4.1,4.2,8.3,4.1
MDA,INTERNATIONAL LAW,11,44,7745,72.7,75.0,2.3,79.0,85.8,6.8,-6.3,-10.8,4.5
MDA,SPACE SCIENCES,3,5,887,66.7,60.0,-6.7,84.9,86.2,1.4,-18.2,-26.2,8.1
MDA,POLLUTION,3,3,503,100.0,100.0,0.0,95.3,85.5,-9.8,4.7,14.5,9.8
MDA,PUBLIC FINANCE,1,4,728,100.0,50.0,-50.0,95.7,83.8,-11.9,4.3,-33.8,29.5
MKD,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,6,1055,0.0,100.0,100.0,57.7,94.1,36.4,-57.7,5.9,-51.8
MKD,DEVELOPMENT,7,44,7917,28.6,84.1,55.5,76.3,93.7,17.4,-47.8,-9.6,-38.1
MKD,ENERGY RESOURCES,1,3,539,100.0,100.0,0.0,58.9,95.5,36.6,41.1,4.5,-36.6
MKD,WELFARE AND SOCIAL SERVICES,2,14,2466,50.0,92.9,42.9,85.1,95.7,10.6,-35.1,-2.8,-32.3
MKD,SOCIAL DEVELOPMENT,8,24,4224,37.5,87.5,50.0,75.3,93.6,18.3,-37.8,-6.1,-31.7
MKD,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,10,45,8097,40.0,82.2,42.2,79.8,93.1,13.4,-39.8,-10.9,-28.9
MKD,DEVELOPMENT FINANCE,2,11,2001,50.0,72.7,22.7,85.1,90.9,5.8,-35.1,-18.2,-16.9
MKD,ECONOMIC CONDITIONS,2,11,1978,50.0,72.7,22.7,85.1,91.2,6.0,-35.1,-18.4,-16.7
MKD,SCIENCE AND TECHNOLOGY,8,16,2794,62.5,81.2,18.8,85.5,90.7,5.1,-23.0,-9.4,-13.6
MKD,INTERNATIONAL TRADE,3,6,1087,33.3,50.0,16.7,80.9,85.5,4.6,-47.5,-35.5,-12.1
MKD,SOCIAL CONDITIONS AND EQUITY,20,35,6127,50.0,80.0,30.0,71.1,91.6,20.4,-21.1,-11.6,-9.6
MKD,RESOURCES (GENERAL),1,9,1613,100.0,100.0,0.0,90.0,96.6,6.6,10.0,3.4,-6.6
MKD,NATURAL RESOURCES AND THE ENVIRONMENT,6,30,5226,100.0,100.0,0.0,90.2,96.7,6.5,9.8,3.3,-6.5
MKD,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,5,904,33.3,40.0,6.7,80.9,82.9,2.0,-47.5,-42.9,-4.7
MKD,WOMEN'S ADVANCEMENT,1,4,672,100.0,100.0,0.0,94.1,97.5,3.4,5.9,2.5,-3.4
MKD,MARINE RESOURCES,2,7,1216,100.0,100.0,0.0,95.6,97.4,1.7,4.4,2.6,-1.7
MKD,WILDLIFE,1,4,666,100.0,100.0,0.0,97.6,99.1,1.5,2.4,0.9,-1.5
MKD,DISARMAMENT AND MILITARY QUESTIONS,39,42,7411,53.8,57.1,3.3,80.6,83.8,3.2,-26.7,-26.7,-0.1
MKD,ENVIRONMENT,2,25,4347,100.0,100.0,0.0,96.6,96.4,-0.3,3.4,3.6,0.3
MKD,HUMAN RIGHTS,17,19,3260,52.9,68.4,15.5,69.6,87.5,17.9,-16.6,-19.1,2.4
MKD,POLITICAL AND LEGAL QUESTIONS,76,128,22664,57.9,60.9,3.0,78.5,84.4,5.9,-20.6,-23.5,2.9
MKD,HUMANITARIAN AID AND RELIEF,5,16,2745,80.0,81.2,1.2,82.9,87.4,4.5,-2.9,-6.1,3.2
MKD,COMPUTER SCIENCE AND TECHNOLOGY,1,6,1066,100.0,83.3,-16.7,95.8,91.7,-4.1,4.2,-8.3,4.1
MKD,GENERAL AND NATIONAL LAW,1,7,1423,100.0,85.7,-14.3,95.7,94.6,-1.1,4.3,-8.9,4.6
MKD,MAINTENANCE OF PEACE AND SECURITY,30,46,8076,56.7,54.3,-2.3,77.3,81.3,4.1,-20.6,-27.0,6.4
MKD,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,5,8,1390,80.0,75.0,-5.0,82.9,84.5,1.6,-2.9,-9.5,6.6
MKD,INTERNATIONAL RELATIONS,30,47,8074,63.3,63.8,0.5,75.9,84.2,8.3,-12.6,-20.4,7.8
MKD,SPACE SCIENCES,3,5,887,66.7,60.0,-6.7,84.9,86.2,1.4,-18.2,-26.2,8.1
MKD,DISCRIMINATION,9,8,1410,55.6,62.5,6.9,69.5,86.1,16.6,-14.0,-23.6,9.6
MKD,POLLUTION,3,3,503,100.0,100.0,0.0,95.3,85.5,-9.8,4.7,14.5,9.8
MKD,INTERNATIONAL LAW,10,43,7745,70.0,65.1,-4.9,79.0,85.8,6.8,-9.0,-20.7,11.7
MKD,POLITICAL EVENTS AND ISSUES,16,20,3546,56.2,50.0,-6.2,66.1,81.8,15.7,-9.8,-31.8,21.9
MKD,PUBLIC FINANCE,1,4,728,100.0,50.0,-50.0,95.7,83.8,-11.9,4.3,-33.8,29.5
MLT,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,1,6,1055,0.0,100.0,100.0,57.7,94.1,36.4,-57.7,5.9,-51.8
MLT,DEVELOPMENT,7,44,7917,28.6,86.4,57.8,76.3,93.7,17.4,-47.8,-7.3,-40.4
MLT,ENERGY RESOURCES,1,3,539,100.0,100.0,0.0,58.9,95.5,36.6,41.1,4.5,-36.6
MLT,SOCIAL DEVELOPMENT,8,24,4224,37.5,91.7,54.2,75.3,93.6,18.3,-37.8,-1.9,-35.9
MLT,WELFARE AND SOCIAL SERVICES,2,14,2466,50.0,92.9,42.9,85.1,95.7,10.6,-35.1,-2.8,-32.3
MLT,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,10,45,8097,40.0,84.4,44.4,79.8,93.1,13.4,-39.8,-8.7,-31.1
MLT,INTERNATIONAL TRADE,3,6,1087,33.3,66.7,33.3,80.9,85.5,4.6,-47.5,-18.8,-28.7
MLT,ECONOMIC CONDITIONS,2,11,1978,50.0,81.8,31.8,85.1,91.2,6.0,-35.1,-9.3,-25.8
MLT,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,3,5,904,33.3,60.0,26.7,80.9,82.9,2.0,-47.5,-22.9,-24.7
MLT,SOCIAL CONDITIONS AND EQUITY,20,35,6127,45.0,82.9,37.9,71.1,91.6,20.4,-26.1,-8.7,-17.4
MLT,DEVELOPMENT FINANCE,2,11,2001,50.0,72.7,22.7,85.1,90.9,5.8,-35.1,-18.2,-16.9
MLT,HUMAN RIGHTS,17,19,3260,47.1,73.7,26.6,69.6,87.5,17.9,-22.5,-13.8,-8.7
MLT,SCIENCE AND TECHNOLOGY,8,16,2794,75.0,87.5,12.5,85.5,90.7,5.1,-10.5,-3.2,-7.4
MLT,RESOURCES (GENERAL),1,9,1613,100.0,100.0,0.0,90.0,96.6,6.6,10.0,3.4,-6.6
MLT,NATURAL RESOURCES AND THE ENVIRONMENT,7,30,5226,100.0,100.0,0.0,90.2,96.7,6.5,9.8,3.3,-6.5
MLT,INTERNATIONAL LAW,11,44,7745,90.9,79.5,-11.4,79.0,85.8,6.8,11.9,-6.2,-5.7
MLT,INTERNATIONAL RELATIONS,31,48,8074,71.0,83.3,12.4,75.9,84.2,8.3,-5.0,-0.9,-4.1
MLT,WOMEN'S ADVANCEMENT,1,4,672,100.0,100.0,0.0,94.1,97.5,3.4,5.9,2.5,-3.4
MLT,POLITICAL AND LEGAL QUESTIONS,80,131,22664,72.5,80.9,8.4,78.5,84.4,5.9,-6.0,-3.5,-2.5
MLT,DISARMAMENT AND MILITARY QUESTIONS,41,42,7411,78.0,83.3,5.3,80.6,83.8,3.2,-2.5,-0.5,-2.0
MLT,MARINE RESOURCES,3,7,1216,100.0,100.0,0.0,95.6,97.4,1.7,4.4,2.6,-1.7
MLT,DISCRIMINATION,9,8,1410,44.4,62.5,18.1,69.5,86.1,16.6,-25.1,-23.6,-1.5
MLT,WILDLIFE,1,4,666,100.0,100.0,0.0,97.6,99.1,1.5,2.4,0.9,-1.5
MLT,ENVIRONMENT,3,25,4347,100.0,100.0,0.0,96.6,96.4,-0.3,3.4,3.6,0.3
MLT,POLITICAL EVENTS AND ISSUES,16,21,3546,62.5,76.2,13.7,66.1,81.8,15.7,-3.6,-5.6,2.0
