partner,sim_2024,sim_2025,sim_change,is_key_partner,region,sim_CHN_2024,sim_CHN_2025,sim_CHN_change,sim_RUS_2024,sim_RUS_2025,sim_RUS_change
CAF,-0.3180669285639251,-0.7556400252938477,-0.4376,False,Middle Africa,0.5811657826021689,0.7960029457578488,0.2148,0.217370438917126,0.6335716010580874,0.4162
BFA,-0.402468953295531,-0.8392849811894152,-0.4368,False,Western Africa,0.7375576239403935,0.8572339415853766,0.1197,0.3714239965896211,0.6608639161805898,0.2894
GRD,-0.2642812815437407,-0.7000126757630367,-0.4357,False,Caribbean,0.5824120670226645,0.7121890409993922,0.1298,0.1947231058905031,0.6220838539458297,0.4274
CHN,-0.4445799871265966,-0.8718485763192979,-0.4273,True,Eastern Asia,,,,0.5944746074269933,0.7838649264862002,0.1894
AZE,-0.432938166612918,-0.8590018874205565,-0.4261,False,Western Asia,0.8068423483216587,0.907542158581328,0.1007,0.4897622991151441,0.7220613244307754,0.2323
SWZ,-0.2368097567629722,-0.651289609025837,-0.4145,False,Southern Africa,0.5006325113218327,0.6697433909341912,0.1691,0.1308615135530186,0.5877167417732397,0.4569
GNB,-0.4198188282307084,-0.8191998454148333,-0.3994,False,Western Africa,0.6320265061852992,0.8301132584042874,0.1981,0.3351005204472038,0.6105065799397096,0.2754
SSD,-0.0316862125262239,-0.4241878948682547,-0.3925,False,Eastern Africa,0.292306411107734,0.4362069272489052,0.1439,0.2179004822276417,0.4249668007654847,0.2071
CUB,-0.5326283048990189,-0.9176378254758052,-0.385,False,Caribbean,0.8735137088723166,0.9266867882817722,0.0532,0.4883720930232561,0.7310219309868999,0.2426
NER,-0.4431217169079059,-0.8255045732832171,-0.3824,False,Western Africa,0.7856457858243785,0.8779663328834457,0.0923,0.4235587248015103,0.6939040929216451,0.2703
BDI,-0.4431217169079059,-0.8207013614206319,-0.3776,False,Eastern Africa,0.8101972166313903,0.8675624339507261,0.0574,0.4000276845347598,0.7102581443632029,0.3102
MLI,-0.5090874319671238,-0.8840993474050693,-0.375,False,Western Africa,0.7945843414440499,0.8977852411044808,0.1032,0.4546628929803154,0.700925820547539,0.2463
SDN,-0.5030030300035688,-0.8657826690772138,-0.3628,False,Northern Africa,0.7979215012278844,0.8903139441563317,0.0924,0.4353242449348856,0.7120462541899227,0.2767
SOM,-0.4228500504699854,-0.7804216623175523,-0.3576,False,Eastern Africa,0.7043122670971756,0.7960096308977084,0.0917,0.4024277521737066,0.5889149422867073,0.1865
KIR,-0.1206885478780934,-0.4264979800763683,-0.3058,False,Micronesia,0.4948249093492832,0.4665770924632114,-0.0282,0.0790432199139813,0.1684525097154304,0.0894
IRN,-0.5965610436297735,-0.8899332867589251,-0.2934,False,Southern Asia,0.8153031626319917,0.915148850709649,0.0998,0.5128056050307798,0.758941712928781,0.2461
TKM,-0.5199933149572565,-0.7946779929577591,-0.2747,False,Central Asia,0.705858447975615,0.7766725277033952,0.0708,0.5108431579127543,0.6502238704866342,0.1394
BLR,-0.5468476233272925,-0.8118121097900854,-0.265,False,Eastern Europe,0.777085826883617,0.8927873776025872,0.1157,0.6715311494450681,0.8139672453712136,0.1424
ARG,0.6749609538014966,0.4400283101501643,-0.2349,True,South America,-0.2389984375776482,-0.3376837076971283,-0.0987,-0.3255139049650281,-0.3522045965135936,-0.0267
DMA,-0.228178448752381,-0.4334403688625274,-0.2053,False,Caribbean,0.5102919066750745,0.4685790789045568,-0.0417,0.3668126156726501,0.4240844362133096,0.0573
NIC,-0.6435500186512504,-0.8247160562878377,-0.1812,False,Central America,0.7915695032535134,0.8714791545432978,0.0799,0.6092356490800063,0.7684110530050972,0.1592
ISR,0.8326997900665579,0.6582969138799584,-0.1744,True,Western Asia,-0.5477818123933694,-0.5234143625978371,0.0244,-0.5005959477681422,-0.4129409536651371,0.0877
RUS,-0.508955935792396,-0.678193162987652,-0.1692,True,Eastern Europe,0.5944746074269933,0.7838649264862002,0.1894,,,
BEN,-0.3747315893030687,-0.5425717076765195,-0.1678,False,Western Africa,0.5466057320196478,0.5493612827995782,0.0028,0.3256601462784444,0.2926904579326325,-0.033
NRU,0.0647354288350986,-0.1022326025136913,-0.167,False,Micronesia,-0.016588516095874,0.105129283382795,0.1217,-0.2225870502621127,-0.0948894186860065,0.1277
PRK,-0.6597279468503834,-0.7506554440124309,-0.0909,False,Eastern Asia,0.7955572841757304,0.8609929113854737,0.0654,0.787909280051791,0.8932528392198262,0.1053
BOL,-0.4363716506089584,-0.4429397839141492,-0.0066,False,South America,0.8075936301394422,0.4195303887997109,-0.3881,0.3810604065836324,0.4207411572300517,0.0397
SYR,-0.6302624166967107,-0.5962153132020878,0.034,False,Western Asia,0.714747091282298,0.662157296633636,-0.0526,0.579650279369196,0.606679670953521,0.027
STP,-0.2447173987368029,-0.1631883414420549,0.0815,False,Middle Africa,0.3473117697055828,0.2157584856684228,-0.1316,0.0554795041091481,0.1442541110503035,0.0888
VCT,-0.3422110952832182,-0.2284160962880642,0.1138,False,Caribbean,0.6755525945600956,0.2348880878058813,-0.4407,0.2988349470550513,0.1570439846097883,-0.1418
MDG,-0.2996122841062676,-0.1303215087856717,0.1693,False,Eastern Africa,0.6542645054906664,0.1608168802256692,-0.4934,0.2431505190410349,0.1344008326426175,-0.1087
