Country,TopicTag,yes_pct_2024,votes_2024,yes_pct_2025,votes_2025,yes_pct_change
BRA,TRANSPORT AND COMMUNICATIONS,,,100.0,4.0,
BRA,TRANSPORT POLICY AND PLANNING,,,100.0,3.0,
BRN,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,100.0,1.0,83.3,6.0,-16.7
BRN,SCIENCE AND TECHNOLOGY,100.0,8.0,93.8,16.0,-6.2
BRN,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,80.0,5.0,75.0,8.0,-5.0
BRN,COMPUTER SCIENCE AND TECHNOLOGY,100.0,1.0,100.0,6.0,0.0
BRN,DEVELOPMENT FINANCE,100.0,2.0,100.0,11.0,0.0
BRN,ECONOMIC CONDITIONS,100.0,2.0,100.0,11.0,0.0
BRN,ECONOMIC THEORY,100.0,1.0,100.0,1.0,0.0
BRN,ENVIRONMENT,100.0,3.0,100.0,25.0,0.0
BRN,GENERAL AND NATIONAL LAW,100.0,1.0,100.0,8.0,0.0
BRN,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,100.0,3.0,100.0,5.0,0.0
BRN,INTERNATIONAL TRADE,100.0,3.0,100.0,6.0,0.0
BRN,LAW OF THE SEA,100.0,1.0,100.0,2.0,0.0
BRN,MARINE RESOURCES,100.0,3.0,100.0,7.0,0.0
BRN,MINERAL RESOURCES,100.0,1.0,100.0,1.0,0.0
BRN,NUCLEAR SCIENCE,100.0,4.0,100.0,3.0,0.0
BRN,POLLUTION,100.0,3.0,100.0,3.0,0.0
BRN,PUBLIC FINANCE,100.0,1.0,100.0,4.0,0.0
BRN,RECOMMENDATIONS,100.0,1.0,100.0,1.0,0.0
BRN,RESOURCES (GENERAL),100.0,1.0,100.0,9.0,0.0
BRN,SPACE SCIENCES,100.0,3.0,100.0,5.0,0.0
BRN,TAXATION,100.0,1.0,100.0,1.0,0.0
BRN,TRADE RELATED FINANCE,100.0,1.0,100.0,1.0,0.0
BRN,WATER,100.0,2.0,100.0,2.0,0.0
BRN,WELFARE AND SOCIAL SERVICES,100.0,2.0,100.0,14.0,0.0
BRN,WILDLIFE,100.0,1.0,100.0,4.0,0.0
BRN,WOMEN'S ADVANCEMENT,100.0,1.0,100.0,4.0,0.0
BRN,MAINTENANCE OF PEACE AND SECURITY,87.1,31.0,89.4,47.0,2.3
BRN,INTERNATIONAL RELATIONS,87.1,31.0,89.6,48.0,2.5
BRN,POLITICAL AND LEGAL QUESTIONS,90.0,80.0,94.7,131.0,4.7
BRN,DISARMAMENT AND MILITARY QUESTIONS,95.1,41.0,100.0,42.0,4.9
BRN,HUMANITARIAN AID AND RELIEF,80.0,5.0,87.5,16.0,7.5
BRN,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,90.0,10.0,97.8,45.0,7.8
BRN,SOCIAL DEVELOPMENT,87.5,8.0,95.8,24.0,8.3
BRN,DEVELOPMENT,85.7,7.0,97.7,44.0,12.0
BRN,NATURAL RESOURCES AND THE ENVIRONMENT,85.7,7.0,100.0,30.0,14.3
BRN,POLITICAL EVENTS AND ISSUES,68.8,16.0,90.5,21.0,21.7
BRN,SOCIAL CONDITIONS AND EQUITY,75.0,20.0,97.1,35.0,22.1
BRN,DISCRIMINATION,77.8,9.0,100.0,8.0,22.2
BRN,INTERNATIONAL LAW,72.7,11.0,95.5,44.0,22.8
BRN,HUMAN RIGHTS,70.6,17.0,94.7,19.0,24.1
BRN,ENERGY RESOURCES,0.0,1.0,100.0,3.0,100.0
BRN,AGRICULTURAL ECONOMICS AND POLICY; RURAL SOCIOLOGY,,,83.3,6.0,
BRN,BANKING AND INVESTMENT,,,100.0,3.0,
BRN,COMMODITIES,,,100.0,1.0,
BRN,COMMUNICATION AND MASS MEDIA,,,100.0,2.0,
BRN,COMPREHENSIVE HEALTH SERVICES,,,100.0,3.0,
BRN,CONSUMERS AND COOPERATIVES,,,100.0,2.0,
BRN,CRIME AND CRIMINAL JUSTICE,,,100.0,1.0,
BRN,CROP MANAGEMENT,,,100.0,1.0,
BRN,CULTURAL DEVELOPMENT,,,100.0,3.0,
BRN,CULTURE,,,100.0,8.0,
BRN,DISEASE PREVENTION AND CONTROL,,,100.0,4.0,
BRN,DISEASES AND CARRIERS OF DISEASES,,,100.0,4.0,
BRN,EDUCATION,,,100.0,3.0,
BRN,EDUCATIONAL POLICY AND PLANNING,,,100.0,3.0,
BRN,EMPLOYMENT,,,100.0,2.0,
BRN,EMPLOYMENT PROMOTION AND PLANNING,,,100.0,1.0,
BRN,FOOD AND NUTRITION,,,100.0,2.0,
BRN,FORESTRY,,,100.0,1.0,
BRN,GEOGRAPHY,,,100.0,1.0,
BRN,HEALTH,,,100.0,7.0,
BRN,HOUSING,,,100.0,1.0,
BRN,HUMAN SETTLEMENTS,,,100.0,2.0,
BRN,INTERNATIONAL TRADE LAW,100.0,1.0,,,
BRN,LAND FORMS AND ECOSYSTEMS,,,100.0,1.0,
BRN,LAND TRANSPORT,,,100.0,1.0,
BRN,LANGUAGE,,,100.0,1.0,
BRN,LAW OF WAR,,,100.0,1.0,
BRN,MONETARY ISSUES,,,100.0,1.0,
BRN,PERSONS WITH DISABILITIES,,,100.0,1.0,
BRN,PHILOSOPHY AND RELIGION,,,100.0,3.0,
BRN,PSYCHOLOGY,,,100.0,1.0,
BRN,SETTLEMENT PLANNING,,,100.0,1.0,
BRN,SPECIAL CATEGORIES OF WORKERS,,,100.0,2.0,
BRN,SPECIAL ECONOMIC AREAS,,,100.0,1.0,
BRN,SPECIAL HUMANITARIAN OPERATIONS,,,80.0,5.0,
BRN,STATISTICS,,,100.0,1.0,
BRN,TELECOMMUNICATIONS,,,100.0,1.0,
BRN,TRADE IN COMMODITIES,,,100.0,1.0,
BRN,TRADE IN MANUFACTURES; BARRIERS TO TRADE,,,100.0,3.0,
BRN,TRANSPORT AND COMMUNICATIONS,,,100.0,4.0,
BRN,TRANSPORT POLICY AND PLANNING,,,100.0,3.0,
CAN,TRADE RELATED FINANCE,100.0,1.0,0.0,1.0,-100.0
CAN,PUBLIC FINANCE,100.0,1.0,25.0,4.0,-75.0
CAN,COMPUTER SCIENCE AND TECHNOLOGY,100.0,1.0,83.3,6.0,-16.7
CAN,NUCLEAR SCIENCE,75.0,4.0,66.7,3.0,-8.3
CAN,ENVIRONMENT,100.0,3.0,92.0,25.0,-8.0
CAN,SPACE SCIENCES,66.7,3.0,60.0,5.0,-6.7
CAN,ENERGY RESOURCES,100.0,1.0,100.0,3.0,0.0
CAN,GENERAL AND NATIONAL LAW,100.0,1.0,100.0,8.0,0.0
CAN,LAW OF THE SEA,100.0,1.0,100.0,2.0,0.0
CAN,MINERAL RESOURCES,100.0,1.0,100.0,1.0,0.0
CAN,POLLUTION,66.7,3.0,66.7,3.0,0.0
CAN,RECOMMENDATIONS,100.0,1.0,100.0,1.0,0.0
CAN,TAXATION,0.0,1.0,0.0,1.0,0.0
CAN,WATER,100.0,2.0,100.0,2.0,0.0
CAN,WILDLIFE,100.0,1.0,100.0,4.0,0.0
CAN,WOMEN'S ADVANCEMENT,100.0,1.0,100.0,4.0,0.0
CAN,DISARMAMENT AND MILITARY QUESTIONS,53.7,41.0,54.8,42.0,1.1
CAN,DEVELOPMENT FINANCE,50.0,2.0,54.5,11.0,4.5
CAN,SCIENCE AND TECHNOLOGY,75.0,8.0,81.2,16.0,6.2
CAN,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,33.3,3.0,40.0,5.0,6.7
CAN,DISCRIMINATION,55.6,9.0,62.5,8.0,6.9
CAN,INTERNATIONAL LAW,63.6,11.0,75.0,44.0,11.4
CAN,HUMANITARIAN AID AND RELIEF,80.0,5.0,93.8,16.0,13.8
CAN,POLITICAL AND LEGAL QUESTIONS,55.0,80.0,70.2,131.0,15.2
CAN,INTERNATIONAL TRADE,33.3,3.0,50.0,6.0,16.7
CAN,MARINE RESOURCES,66.7,3.0,85.7,7.0,19.0
CAN,POLITICAL EVENTS AND ISSUES,56.2,16.0,76.2,21.0,20.0
CAN,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,80.0,5.0,100.0,8.0,20.0
CAN,INTERNATIONAL RELATIONS,54.8,31.0,75.0,48.0,20.2
CAN,MAINTENANCE OF PEACE AND SECURITY,51.6,31.0,72.3,47.0,20.7
CAN,NATURAL RESOURCES AND THE ENVIRONMENT,71.4,7.0,93.3,30.0,21.9
CAN,HUMAN RIGHTS,52.9,17.0,84.2,19.0,31.3
CAN,ECONOMIC CONDITIONS,50.0,2.0,81.8,11.0,31.8
CAN,SOCIAL CONDITIONS AND EQUITY,50.0,20.0,88.6,35.0,38.6
CAN,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,40.0,10.0,80.0,45.0,40.0
CAN,WELFARE AND SOCIAL SERVICES,50.0,2.0,92.9,14.0,42.9
CAN,DEVELOPMENT,28.6,7.0,81.8,44.0,53.2
CAN,SOCIAL DEVELOPMENT,37.5,8.0,95.8,24.0,58.3
CAN,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,0.0,1.0,100.0,6.0,100.0
CAN,ECONOMIC THEORY,0.0,1.0,100.0,1.0,100.0
CAN,RESOURCES (GENERAL),0.0,1.0,100.0,9.0,100.0
CAN,AGRICULTURAL ECONOMICS AND POLICY; RURAL SOCIOLOGY,,,83.3,6.0,
CAN,BANKING AND INVESTMENT,,,66.7,3.0,
CAN,COMMODITIES,,,100.0,1.0,
CAN,COMMUNICATION AND MASS MEDIA,,,100.0,2.0,
CAN,COMPREHENSIVE HEALTH SERVICES,,,100.0,3.0,
CAN,CONSUMERS AND COOPERATIVES,,,100.0,2.0,
CAN,CRIME AND CRIMINAL JUSTICE,,,100.0,1.0,
CAN,CROP MANAGEMENT,,,100.0,1.0,
CAN,CULTURAL DEVELOPMENT,,,66.7,3.0,
CAN,CULTURE,,,75.0,8.0,
CAN,DISEASE PREVENTION AND CONTROL,,,100.0,4.0,
CAN,DISEASES AND CARRIERS OF DISEASES,,,100.0,4.0,
CAN,EDUCATION,,,100.0,3.0,
CAN,EDUCATIONAL POLICY AND PLANNING,,,100.0,3.0,
CAN,EMPLOYMENT,,,100.0,2.0,
CAN,EMPLOYMENT PROMOTION AND PLANNING,,,100.0,1.0,
CAN,FOOD AND NUTRITION,,,100.0,2.0,
CAN,FORESTRY,,,100.0,1.0,
CAN,GEOGRAPHY,,,100.0,1.0,
CAN,HEALTH,,,100.0,7.0,
CAN,HOUSING,,,100.0,1.0,
CAN,HUMAN SETTLEMENTS,,,100.0,2.0,
CAN,INTERNATIONAL TRADE LAW,100.0,1.0,,,
CAN,LAND FORMS AND ECOSYSTEMS,,,100.0,1.0,
CAN,LAND TRANSPORT,,,100.0,1.0,
CAN,LANGUAGE,,,100.0,1.0,
CAN,LAW OF WAR,,,100.0,1.0,
CAN,MONETARY ISSUES,,,0.0,1.0,
CAN,PERSONS WITH DISABILITIES,,,100.0,1.0,
CAN,PHILOSOPHY AND RELIGION,,,66.7,3.0,
CAN,PSYCHOLOGY,,,100.0,1.0,
CAN,SETTLEMENT PLANNING,,,100.0,1.0,
CAN,SPECIAL CATEGORIES OF WORKERS,,,100.0,2.0,
CAN,SPECIAL ECONOMIC AREAS,,,100.0,1.0,
CAN,SPECIAL HUMANITARIAN OPERATIONS,,,80.0,5.0,
CAN,STATISTICS,,,100.0,1.0,
CAN,TELECOMMUNICATIONS,,,100.0,1.0,
CAN,TRADE IN COMMODITIES,,,100.0,1.0,
CAN,TRADE IN MANUFACTURES; BARRIERS TO TRADE,,,66.7,3.0,
CAN,TRANSPORT AND COMMUNICATIONS,,,100.0,4.0,
CAN,TRANSPORT POLICY AND PLANNING,,,100.0,3.0,
CHE,PUBLIC FINANCE,100.0,1.0,50.0,4.0,-50.0
CHE,SPACE SCIENCES,66.7,3.0,60.0,5.0,-6.7
CHE,INTERNATIONAL LAW,81.8,11.0,79.5,44.0,-2.3
CHE,COMPUTER SCIENCE AND TECHNOLOGY,100.0,1.0,100.0,6.0,0.0
CHE,ENERGY RESOURCES,100.0,1.0,100.0,3.0,0.0
CHE,ENVIRONMENT,100.0,3.0,100.0,25.0,0.0
CHE,GENERAL AND NATIONAL LAW,100.0,1.0,100.0,8.0,0.0
CHE,LAW OF THE SEA,100.0,1.0,100.0,2.0,0.0
CHE,MARINE RESOURCES,100.0,3.0,100.0,7.0,0.0
CHE,MINERAL RESOURCES,100.0,1.0,100.0,1.0,0.0
CHE,NATURAL RESOURCES AND THE ENVIRONMENT,100.0,7.0,100.0,30.0,0.0
CHE,POLLUTION,100.0,3.0,100.0,3.0,0.0
CHE,RECOMMENDATIONS,100.0,1.0,100.0,1.0,0.0
CHE,RESOURCES (GENERAL),100.0,1.0,100.0,9.0,0.0
CHE,TAXATION,0.0,1.0,0.0,1.0,0.0
CHE,TRADE RELATED FINANCE,100.0,1.0,100.0,1.0,0.0
CHE,WATER,100.0,2.0,100.0,2.0,0.0
CHE,WILDLIFE,100.0,1.0,100.0,4.0,0.0
CHE,WOMEN'S ADVANCEMENT,100.0,1.0,100.0,4.0,0.0
CHE,DISARMAMENT AND MILITARY QUESTIONS,65.9,41.0,73.8,42.0,7.9
CHE,MAINTENANCE OF PEACE AND SECURITY,71.0,31.0,80.9,47.0,9.9
CHE,SCIENCE AND TECHNOLOGY,75.0,8.0,87.5,16.0,12.5
CHE,POLITICAL AND LEGAL QUESTIONS,63.7,80.0,78.6,131.0,14.9
CHE,INTERNATIONAL RELATIONS,64.5,31.0,81.2,48.0,16.7
CHE,DISCRIMINATION,44.4,9.0,62.5,8.0,18.1
CHE,DEVELOPMENT FINANCE,50.0,2.0,72.7,11.0,22.7
CHE,NUCLEAR SCIENCE,75.0,4.0,100.0,3.0,25.0
CHE,POLITICAL EVENTS AND ISSUES,50.0,16.0,76.2,21.0,26.2
CHE,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,33.3,3.0,60.0,5.0,26.7
CHE,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,60.0,5.0,87.5,8.0,27.5
CHE,ECONOMIC CONDITIONS,50.0,2.0,81.8,11.0,31.8
CHE,INTERNATIONAL TRADE,33.3,3.0,66.7,6.0,33.4
CHE,HUMANITARIAN AID AND RELIEF,60.0,5.0,93.8,16.0,33.8
CHE,HUMAN RIGHTS,41.2,17.0,78.9,19.0,37.7
CHE,WELFARE AND SOCIAL SERVICES,50.0,2.0,92.9,14.0,42.9
CHE,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,40.0,10.0,84.4,45.0,44.4
CHE,SOCIAL CONDITIONS AND EQUITY,40.0,20.0,85.7,35.0,45.7
CHE,DEVELOPMENT,28.6,7.0,86.4,44.0,57.8
CHE,SOCIAL DEVELOPMENT,25.0,8.0,91.7,24.0,66.7
CHE,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,0.0,1.0,100.0,6.0,100.0
CHE,ECONOMIC THEORY,0.0,1.0,100.0,1.0,100.0
CHE,AGRICULTURAL ECONOMICS AND POLICY; RURAL SOCIOLOGY,,,83.3,6.0,
CHE,BANKING AND INVESTMENT,,,100.0,3.0,
CHE,COMMODITIES,,,100.0,1.0,
CHE,COMMUNICATION AND MASS MEDIA,,,100.0,2.0,
CHE,COMPREHENSIVE HEALTH SERVICES,,,100.0,3.0,
CHE,CONSUMERS AND COOPERATIVES,,,100.0,2.0,
CHE,CRIME AND CRIMINAL JUSTICE,,,100.0,1.0,
CHE,CROP MANAGEMENT,,,100.0,1.0,
CHE,CULTURAL DEVELOPMENT,,,66.7,3.0,
CHE,CULTURE,,,87.5,8.0,
CHE,DISEASE PREVENTION AND CONTROL,,,100.0,4.0,
CHE,DISEASES AND CARRIERS OF DISEASES,,,100.0,4.0,
CHE,EDUCATION,,,100.0,3.0,
CHE,EDUCATIONAL POLICY AND PLANNING,,,100.0,3.0,
CHE,EMPLOYMENT,,,100.0,2.0,
CHE,EMPLOYMENT PROMOTION AND PLANNING,,,100.0,1.0,
CHE,FOOD AND NUTRITION,,,100.0,2.0,
CHE,FORESTRY,,,100.0,1.0,
CHE,GEOGRAPHY,,,100.0,1.0,
CHE,HEALTH,,,100.0,7.0,
CHE,HOUSING,,,100.0,1.0,
CHE,HUMAN SETTLEMENTS,,,100.0,2.0,
CHE,INTERNATIONAL TRADE LAW,100.0,1.0,,,
CHE,LAND FORMS AND ECOSYSTEMS,,,100.0,1.0,
CHE,LAND TRANSPORT,,,100.0,1.0,
CHE,LANGUAGE,,,100.0,1.0,
CHE,LAW OF WAR,,,100.0,1.0,
CHE,MONETARY ISSUES,,,100.0,1.0,
CHE,PERSONS WITH DISABILITIES,,,100.0,1.0,
CHE,PHILOSOPHY AND RELIGION,,,100.0,3.0,
CHE,PSYCHOLOGY,,,100.0,1.0,
CHE,SETTLEMENT PLANNING,,,100.0,1.0,
CHE,SPECIAL CATEGORIES OF WORKERS,,,100.0,2.0,
CHE,SPECIAL ECONOMIC AREAS,,,100.0,1.0,
CHE,SPECIAL HUMANITARIAN OPERATIONS,,,100.0,5.0,
CHE,STATISTICS,,,100.0,1.0,
CHE,TELECOMMUNICATIONS,,,100.0,1.0,
CHE,TRADE IN COMMODITIES,,,100.0,1.0,
CHE,TRADE IN MANUFACTURES; BARRIERS TO TRADE,,,66.7,3.0,
CHE,TRANSPORT AND COMMUNICATIONS,,,100.0,4.0,
CHE,TRANSPORT POLICY AND PLANNING,,,100.0,3.0,
CHN,ECONOMIC THEORY,100.0,1.0,0.0,1.0,-100.0
CHN,POLLUTION,66.7,3.0,33.3,3.0,-33.4
CHN,COMPUTER SCIENCE AND TECHNOLOGY,100.0,1.0,66.7,6.0,-33.3
CHN,NUCLEAR SCIENCE,100.0,4.0,66.7,3.0,-33.3
CHN,ECONOMIC CONDITIONS,100.0,2.0,81.8,11.0,-18.2
CHN,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,100.0,1.0,83.3,6.0,-16.7
CHN,HUMANITARIAN AID AND RELIEF,80.0,5.0,68.8,16.0,-11.2
CHN,RESOURCES (GENERAL),100.0,1.0,88.9,9.0,-11.1
CHN,WELFARE AND SOCIAL SERVICES,100.0,2.0,92.9,14.0,-7.1
CHN,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,80.0,5.0,75.0,8.0,-5.0
CHN,DEVELOPMENT FINANCE,100.0,2.0,100.0,11.0,0.0
CHN,GENERAL AND NATIONAL LAW,100.0,1.0,100.0,8.0,0.0
CHN,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,100.0,3.0,100.0,5.0,0.0
CHN,INTERNATIONAL TRADE,100.0,3.0,100.0,6.0,0.0
CHN,LAW OF THE SEA,100.0,1.0,100.0,2.0,0.0
CHN,MARINE RESOURCES,100.0,3.0,100.0,7.0,0.0
CHN,MINERAL RESOURCES,100.0,1.0,100.0,1.0,0.0
CHN,PUBLIC FINANCE,100.0,1.0,100.0,4.0,0.0
CHN,RECOMMENDATIONS,100.0,1.0,100.0,1.0,0.0
CHN,TAXATION,100.0,1.0,100.0,1.0,0.0
CHN,TRADE RELATED FINANCE,100.0,1.0,100.0,1.0,0.0
CHN,WATER,100.0,2.0,100.0,2.0,0.0
CHN,WILDLIFE,100.0,1.0,100.0,4.0,0.0
CHN,WOMEN'S ADVANCEMENT,100.0,1.0,100.0,4.0,0.0
CHN,SOCIAL DEVELOPMENT,87.5,8.0,91.7,24.0,4.2
CHN,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,90.0,10.0,95.6,45.0,5.6
CHN,MAINTENANCE OF PEACE AND SECURITY,63.3,30.0,70.2,47.0,6.9
CHN,INTERNATIONAL RELATIONS,74.2,31.0,81.2,48.0,7.0
CHN,DISCRIMINATION,77.8,9.0,87.5,8.0,9.7
CHN,DEVELOPMENT,85.7,7.0,95.5,44.0,9.8
CHN,DISARMAMENT AND MILITARY QUESTIONS,62.5,40.0,73.8,42.0,11.3
CHN,POLITICAL AND LEGAL QUESTIONS,70.9,79.0,82.4,131.0,11.5
CHN,SCIENCE AND TECHNOLOGY,75.0,8.0,87.5,16.0,12.5
CHN,SOCIAL CONDITIONS AND EQUITY,75.0,20.0,91.4,35.0,16.4
CHN,POLITICAL EVENTS AND ISSUES,62.5,16.0,81.0,21.0,18.5
CHN,NATURAL RESOURCES AND THE ENVIRONMENT,71.4,7.0,90.0,30.0,18.6
CHN,HUMAN RIGHTS,70.6,17.0,89.5,19.0,18.9
CHN,ENVIRONMENT,66.7,3.0,88.0,25.0,21.3
CHN,INTERNATIONAL LAW,63.6,11.0,86.4,44.0,22.8
CHN,SPACE SCIENCES,33.3,3.0,100.0,5.0,66.7
CHN,ENERGY RESOURCES,0.0,1.0,100.0,3.0,100.0
CHN,AGRICULTURAL ECONOMICS AND POLICY; RURAL SOCIOLOGY,,,100.0,6.0,
CHN,BANKING AND INVESTMENT,,,100.0,3.0,
CHN,COMMODITIES,,,100.0,1.0,
CHN,COMMUNICATION AND MASS MEDIA,,,100.0,2.0,
CHN,COMPREHENSIVE HEALTH SERVICES,,,100.0,3.0,
CHN,CONSUMERS AND COOPERATIVES,,,100.0,2.0,
CHN,CRIME AND CRIMINAL JUSTICE,,,100.0,1.0,
CHN,CROP MANAGEMENT,,,100.0,1.0,
CHN,CULTURAL DEVELOPMENT,,,100.0,3.0,
CHN,CULTURE,,,100.0,8.0,
CHN,DISEASE PREVENTION AND CONTROL,,,100.0,4.0,
CHN,DISEASES AND CARRIERS OF DISEASES,,,100.0,4.0,
CHN,EDUCATION,,,100.0,3.0,
CHN,EDUCATIONAL POLICY AND PLANNING,,,100.0,3.0,
CHN,EMPLOYMENT,,,100.0,2.0,
CHN,EMPLOYMENT PROMOTION AND PLANNING,,,100.0,1.0,
CHN,FOOD AND NUTRITION,,,100.0,2.0,
CHN,FORESTRY,,,100.0,1.0,
CHN,GEOGRAPHY,,,100.0,1.0,
CHN,HEALTH,,,100.0,7.0,
CHN,HOUSING,,,100.0,1.0,
CHN,HUMAN SETTLEMENTS,,,100.0,2.0,
CHN,INTERNATIONAL TRADE LAW,100.0,1.0,,,
CHN,LAND FORMS AND ECOSYSTEMS,,,100.0,1.0,
CHN,LAND TRANSPORT,,,100.0,1.0,
CHN,LANGUAGE,,,100.0,1.0,
CHN,LAW OF WAR,,,0.0,1.0,
CHN,MONETARY ISSUES,,,100.0,1.0,
CHN,PERSONS WITH DISABILITIES,,,100.0,1.0,
CHN,PHILOSOPHY AND RELIGION,,,100.0,3.0,
CHN,PSYCHOLOGY,,,100.0,1.0,
CHN,SETTLEMENT PLANNING,,,100.0,1.0,
CHN,SPECIAL CATEGORIES OF WORKERS,,,100.0,2.0,
CHN,SPECIAL ECONOMIC AREAS,,,100.0,1.0,
CHN,SPECIAL HUMANITARIAN OPERATIONS,,,40.0,5.0,
CHN,STATISTICS,,,100.0,1.0,
CHN,TELECOMMUNICATIONS,,,100.0,1.0,
CHN,TRADE IN COMMODITIES,,,100.0,1.0,
CHN,TRADE IN MANUFACTURES; BARRIERS TO TRADE,,,100.0,3.0,
CHN,TRANSPORT AND COMMUNICATIONS,,,100.0,4.0,
CHN,TRANSPORT POLICY AND PLANNING,,,100.0,3.0,
CMR,MINERAL RESOURCES,100.0,1.0,0.0,1.0,-100.0
CMR,POLLUTION,50.0,2.0,0.0,1.0,-50.0
CMR,WATER,100.0,2.0,50.0,2.0,-50.0
CMR,DEVELOPMENT FINANCE,100.0,2.0,90.9,11.0,-9.1
CMR,ENVIRONMENT,100.0,2.0,90.9,22.0,-9.1
CMR,DEVELOPMENT,100.0,7.0,97.7,44.0,-2.3
CMR,COMPUTER SCIENCE AND TECHNOLOGY,100.0,1.0,100.0,6.0,0.0
CMR,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,100.0,1.0,100.0,6.0,0.0
CMR,ECONOMIC CONDITIONS,100.0,2.0,100.0,11.0,0.0
CMR,ECONOMIC THEORY,100.0,1.0,100.0,1.0,0.0
CMR,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,100.0,3.0,100.0,5.0,0.0
CMR,INTERNATIONAL TRADE,100.0,3.0,100.0,6.0,0.0
CMR,LAW OF THE SEA,100.0,1.0,100.0,2.0,0.0
CMR,NUCLEAR SCIENCE,100.0,4.0,100.0,3.0,0.0
CMR,RECOMMENDATIONS,100.0,1.0,100.0,1.0,0.0
CMR,SCIENCE AND TECHNOLOGY,100.0,8.0,100.0,16.0,0.0
CMR,SPACE SCIENCES,100.0,3.0,100.0,5.0,0.0
CMR,TAXATION,100.0,1.0,100.0,1.0,0.0
CMR,TRADE RELATED FINANCE,100.0,1.0,100.0,1.0,0.0
CMR,WILDLIFE,100.0,1.0,100.0,4.0,0.0
CMR,MAINTENANCE OF PEACE AND SECURITY,60.7,28.0,65.0,40.0,4.3
CMR,POLITICAL EVENTS AND ISSUES,37.5,16.0,44.4,18.0,6.9
CMR,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,90.0,10.0,97.8,45.0,7.8
CMR,DISARMAMENT AND MILITARY QUESTIONS,86.5,37.0,94.7,38.0,8.2
CMR,POLITICAL AND LEGAL QUESTIONS,70.4,71.0,82.0,111.0,11.6
CMR,MARINE RESOURCES,66.7,3.0,85.7,7.0,19.0
CMR,INTERNATIONAL RELATIONS,59.3,27.0,79.5,39.0,20.2
CMR,INTERNATIONAL LAW,55.6,9.0,86.8,38.0,31.2
CMR,NATURAL RESOURCES AND THE ENVIRONMENT,60.0,5.0,92.6,27.0,32.6
CMR,HUMAN RIGHTS,56.2,16.0,94.1,17.0,37.9
CMR,SOCIAL CONDITIONS AND EQUITY,52.6,19.0,96.9,32.0,44.3
CMR,DISCRIMINATION,55.6,9.0,100.0,7.0,44.4
CMR,SOCIAL DEVELOPMENT,50.0,8.0,95.5,22.0,45.5
CMR,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,0.0,5.0,50.0,6.0,50.0
CMR,HUMANITARIAN AID AND RELIEF,0.0,5.0,75.0,12.0,75.0
CMR,PUBLIC FINANCE,0.0,1.0,75.0,4.0,75.0
CMR,RESOURCES (GENERAL),0.0,1.0,88.9,9.0,88.9
CMR,GENERAL AND NATIONAL LAW,0.0,1.0,100.0,7.0,100.0
CMR,WELFARE AND SOCIAL SERVICES,0.0,2.0,100.0,13.0,100.0
CMR,WOMEN'S ADVANCEMENT,0.0,1.0,100.0,4.0,100.0
CMR,AGRICULTURAL ECONOMICS AND POLICY; RURAL SOCIOLOGY,,,100.0,6.0,
CMR,BANKING AND INVESTMENT,,,100.0,3.0,
CMR,COMMODITIES,,,100.0,1.0,
CMR,COMMUNICATION AND MASS MEDIA,,,100.0,2.0,
CMR,COMPREHENSIVE HEALTH SERVICES,,,100.0,3.0,
CMR,CONSUMERS AND COOPERATIVES,,,100.0,2.0,
CMR,CRIME AND CRIMINAL JUSTICE,,,100.0,1.0,
CMR,CROP MANAGEMENT,,,100.0,1.0,
CMR,CULTURAL DEVELOPMENT,,,100.0,3.0,
CMR,CULTURE,,,100.0,7.0,
CMR,DISEASE PREVENTION AND CONTROL,,,100.0,4.0,
CMR,DISEASES AND CARRIERS OF DISEASES,,,100.0,4.0,
CMR,EDUCATION,,,100.0,2.0,
CMR,EDUCATIONAL POLICY AND PLANNING,,,100.0,2.0,
CMR,EMPLOYMENT,,,100.0,2.0,
CMR,EMPLOYMENT PROMOTION AND PLANNING,,,100.0,1.0,
CMR,ENERGY RESOURCES,,,66.7,3.0,
CMR,FOOD AND NUTRITION,,,100.0,1.0,
CMR,FORESTRY,,,100.0,1.0,
