Country,TopicTag,yes_pct_2024,votes_2024,yes_pct_2025,votes_2025,yes_pct_change
CMR,GEOGRAPHY,,,100.0,1.0,
CMR,HEALTH,,,100.0,6.0,
CMR,HOUSING,,,100.0,1.0,
CMR,HUMAN SETTLEMENTS,,,50.0,2.0,
CMR,INTERNATIONAL TRADE LAW,0.0,1.0,,,
CMR,LAND FORMS AND ECOSYSTEMS,,,100.0,1.0,
CMR,LAND TRANSPORT,,,100.0,1.0,
CMR,LANGUAGE,,,100.0,1.0,
CMR,LAW OF WAR,,,100.0,1.0,
CMR,MONETARY ISSUES,,,100.0,1.0,
CMR,PERSONS WITH DISABILITIES,,,100.0,1.0,
CMR,PHILOSOPHY AND RELIGION,,,100.0,2.0,
CMR,PSYCHOLOGY,,,100.0,1.0,
CMR,SETTLEMENT PLANNING,,,0.0,1.0,
CMR,SPECIAL CATEGORIES OF WORKERS,,,100.0,2.0,
CMR,SPECIAL ECONOMIC AREAS,,,100.0,1.0,
CMR,SPECIAL HUMANITARIAN OPERATIONS,,,100.0,3.0,
CMR,STATISTICS,,,100.0,1.0,
CMR,TELECOMMUNICATIONS,,,100.0,1.0,
CMR,TRADE IN COMMODITIES,,,100.0,1.0,
CMR,TRADE IN MANUFACTURES; BARRIERS TO TRADE,,,100.0,3.0,
CMR,TRANSPORT AND COMMUNICATIONS,,,100.0,4.0,
CMR,TRANSPORT POLICY AND PLANNING,,,100.0,3.0,
COM,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,100.0,1.0,83.3,6.0,-16.7
COM,SCIENCE AND TECHNOLOGY,100.0,8.0,93.3,15.0,-6.7
COM,DEVELOPMENT,100.0,1.0,97.7,43.0,-2.3
COM,COMPUTER SCIENCE AND TECHNOLOGY,100.0,1.0,100.0,6.0,0.0
COM,DEVELOPMENT FINANCE,100.0,1.0,100.0,11.0,0.0
COM,ECONOMIC CONDITIONS,100.0,1.0,100.0,11.0,0.0
COM,ENERGY RESOURCES,100.0,1.0,100.0,3.0,0.0
COM,ENVIRONMENT,100.0,2.0,100.0,20.0,0.0
COM,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,100.0,1.0,100.0,5.0,0.0
COM,INTERNATIONAL TRADE,100.0,1.0,100.0,6.0,0.0
COM,MARINE RESOURCES,100.0,1.0,100.0,6.0,0.0
COM,MINERAL RESOURCES,100.0,1.0,100.0,1.0,0.0
COM,NATURAL RESOURCES AND THE ENVIRONMENT,100.0,4.0,100.0,24.0,0.0
COM,NUCLEAR SCIENCE,100.0,4.0,100.0,2.0,0.0
COM,POLLUTION,100.0,2.0,100.0,2.0,0.0
COM,SPACE SCIENCES,100.0,3.0,100.0,5.0,0.0
COM,TRADE RELATED FINANCE,100.0,1.0,100.0,1.0,0.0
COM,WATER,100.0,1.0,100.0,2.0,0.0
COM,WILDLIFE,100.0,1.0,100.0,2.0,0.0
COM,WOMEN'S ADVANCEMENT,100.0,1.0,100.0,3.0,0.0
COM,DISARMAMENT AND MILITARY QUESTIONS,97.5,40.0,97.6,41.0,0.1
COM,INTERNATIONAL RELATIONS,92.3,26.0,97.1,34.0,4.8
COM,POLITICAL AND LEGAL QUESTIONS,92.2,64.0,98.2,113.0,6.0
COM,MAINTENANCE OF PEACE AND SECURITY,92.6,27.0,100.0,38.0,7.4
COM,INTERNATIONAL LAW,88.9,9.0,100.0,40.0,11.1
COM,HUMAN RIGHTS,81.8,11.0,100.0,16.0,18.2
COM,DISCRIMINATION,80.0,5.0,100.0,8.0,20.0
COM,POLITICAL EVENTS AND ISSUES,78.6,14.0,100.0,18.0,21.4
COM,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,75.0,4.0,97.7,43.0,22.7
COM,SOCIAL CONDITIONS AND EQUITY,75.0,12.0,100.0,32.0,25.0
COM,SOCIAL DEVELOPMENT,66.7,3.0,100.0,22.0,33.3
COM,HUMANITARIAN AID AND RELIEF,50.0,2.0,100.0,12.0,50.0
COM,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,50.0,2.0,100.0,7.0,50.0
COM,GENERAL AND NATIONAL LAW,0.0,1.0,100.0,7.0,100.0
COM,PUBLIC FINANCE,0.0,1.0,100.0,3.0,100.0
COM,WELFARE AND SOCIAL SERVICES,0.0,1.0,100.0,14.0,100.0
COM,AGRICULTURAL ECONOMICS AND POLICY; RURAL SOCIOLOGY,,,83.3,6.0,
COM,BANKING AND INVESTMENT,,,100.0,3.0,
COM,COMMODITIES,,,100.0,1.0,
COM,COMMUNICATION AND MASS MEDIA,,,100.0,2.0,
COM,COMPREHENSIVE HEALTH SERVICES,,,100.0,3.0,
COM,CONSUMERS AND COOPERATIVES,,,100.0,2.0,
COM,CRIME AND CRIMINAL JUSTICE,,,100.0,1.0,
COM,CROP MANAGEMENT,,,100.0,1.0,
COM,CULTURAL DEVELOPMENT,,,100.0,2.0,
COM,CULTURE,,,100.0,5.0,
COM,DISEASE PREVENTION AND CONTROL,,,100.0,4.0,
COM,DISEASES AND CARRIERS OF DISEASES,,,100.0,4.0,
COM,ECONOMIC THEORY,,,100.0,1.0,
COM,EDUCATION,,,100.0,2.0,
COM,EDUCATIONAL POLICY AND PLANNING,,,100.0,2.0,
COM,EMPLOYMENT,,,100.0,2.0,
COM,EMPLOYMENT PROMOTION AND PLANNING,,,100.0,1.0,
COM,FOOD AND NUTRITION,,,100.0,2.0,
COM,GEOGRAPHY,,,100.0,1.0,
COM,HEALTH,,,100.0,7.0,
COM,HOUSING,,,100.0,1.0,
COM,HUMAN SETTLEMENTS,,,100.0,2.0,
COM,INTERNATIONAL TRADE LAW,0.0,1.0,,,
COM,LAND FORMS AND ECOSYSTEMS,,,100.0,1.0,
COM,LAND TRANSPORT,,,100.0,1.0,
COM,LANGUAGE,,,100.0,1.0,
COM,LAW OF THE SEA,,,100.0,2.0,
COM,LAW OF WAR,,,100.0,1.0,
COM,MONETARY ISSUES,,,100.0,1.0,
COM,PERSONS WITH DISABILITIES,,,100.0,1.0,
COM,PSYCHOLOGY,,,100.0,1.0,
COM,RECOMMENDATIONS,100.0,1.0,,,
COM,RESOURCES (GENERAL),,,100.0,9.0,
COM,SETTLEMENT PLANNING,,,100.0,1.0,
COM,SPECIAL CATEGORIES OF WORKERS,,,100.0,2.0,
COM,SPECIAL ECONOMIC AREAS,,,100.0,1.0,
COM,SPECIAL HUMANITARIAN OPERATIONS,,,100.0,4.0,
COM,STATISTICS,,,100.0,1.0,
COM,TAXATION,100.0,1.0,,,
COM,TELECOMMUNICATIONS,,,100.0,1.0,
COM,TRADE IN COMMODITIES,,,100.0,1.0,
COM,TRADE IN MANUFACTURES; BARRIERS TO TRADE,,,100.0,3.0,
COM,TRANSPORT AND COMMUNICATIONS,,,100.0,4.0,
COM,TRANSPORT POLICY AND PLANNING,,,100.0,3.0,
CUB,POLLUTION,100.0,3.0,66.7,3.0,-33.3
CUB,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,100.0,3.0,80.0,5.0,-20.0
CUB,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,100.0,1.0,83.3,6.0,-16.7
CUB,INTERNATIONAL TRADE,100.0,3.0,83.3,6.0,-16.7
CUB,HUMANITARIAN AID AND RELIEF,80.0,5.0,75.0,16.0,-5.0
CUB,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,80.0,5.0,75.0,8.0,-5.0
CUB,ENVIRONMENT,100.0,3.0,95.7,23.0,-4.3
CUB,COMPUTER SCIENCE AND TECHNOLOGY,100.0,1.0,100.0,6.0,0.0
CUB,DEVELOPMENT FINANCE,100.0,2.0,100.0,11.0,0.0
CUB,ECONOMIC CONDITIONS,100.0,2.0,100.0,10.0,0.0
CUB,ECONOMIC THEORY,100.0,1.0,100.0,1.0,0.0
CUB,GENERAL AND NATIONAL LAW,100.0,1.0,100.0,8.0,0.0
CUB,LAW OF THE SEA,100.0,1.0,100.0,2.0,0.0
CUB,MARINE RESOURCES,100.0,3.0,100.0,6.0,0.0
CUB,MINERAL RESOURCES,100.0,1.0,100.0,1.0,0.0
CUB,NUCLEAR SCIENCE,100.0,4.0,100.0,3.0,0.0
CUB,PUBLIC FINANCE,100.0,1.0,100.0,4.0,0.0
CUB,RECOMMENDATIONS,100.0,1.0,100.0,1.0,0.0
CUB,RESOURCES (GENERAL),100.0,1.0,100.0,8.0,0.0
CUB,TAXATION,100.0,1.0,100.0,1.0,0.0
CUB,TRADE RELATED FINANCE,100.0,1.0,100.0,1.0,0.0
CUB,WATER,100.0,2.0,100.0,2.0,0.0
CUB,WELFARE AND SOCIAL SERVICES,100.0,2.0,100.0,14.0,0.0
CUB,WILDLIFE,100.0,1.0,100.0,4.0,0.0
CUB,WOMEN'S ADVANCEMENT,100.0,1.0,100.0,4.0,0.0
CUB,MAINTENANCE OF PEACE AND SECURITY,80.6,31.0,84.8,46.0,4.2
CUB,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,90.0,10.0,97.7,43.0,7.7
CUB,SOCIAL DEVELOPMENT,87.5,8.0,95.8,24.0,8.3
CUB,POLITICAL AND LEGAL QUESTIONS,78.8,80.0,89.1,129.0,10.3
CUB,NATURAL RESOURCES AND THE ENVIRONMENT,85.7,7.0,96.4,28.0,10.7
CUB,DEVELOPMENT,85.7,7.0,97.6,42.0,11.9
CUB,DISARMAMENT AND MILITARY QUESTIONS,75.6,41.0,88.1,42.0,12.5
CUB,INTERNATIONAL RELATIONS,71.0,31.0,85.1,47.0,14.1
CUB,INTERNATIONAL LAW,72.7,11.0,88.6,44.0,15.9
CUB,SCIENCE AND TECHNOLOGY,75.0,8.0,93.8,16.0,18.8
CUB,SOCIAL CONDITIONS AND EQUITY,75.0,20.0,97.1,34.0,22.1
CUB,DISCRIMINATION,77.8,9.0,100.0,7.0,22.2
CUB,HUMAN RIGHTS,70.6,17.0,94.4,18.0,23.8
CUB,POLITICAL EVENTS AND ISSUES,68.8,16.0,94.7,19.0,25.9
CUB,SPACE SCIENCES,33.3,3.0,100.0,5.0,66.7
CUB,ENERGY RESOURCES,0.0,1.0,100.0,3.0,100.0
CUB,AGRICULTURAL ECONOMICS AND POLICY; RURAL SOCIOLOGY,,,83.3,6.0,
CUB,BANKING AND INVESTMENT,,,100.0,3.0,
CUB,COMMODITIES,,,100.0,1.0,
CUB,COMMUNICATION AND MASS MEDIA,,,100.0,2.0,
CUB,COMPREHENSIVE HEALTH SERVICES,,,100.0,3.0,
CUB,CONSUMERS AND COOPERATIVES,,,100.0,2.0,
CUB,CRIME AND CRIMINAL JUSTICE,,,100.0,1.0,
CUB,CROP MANAGEMENT,,,100.0,1.0,
CUB,CULTURAL DEVELOPMENT,,,100.0,3.0,
CUB,CULTURE,,,100.0,8.0,
CUB,DISEASE PREVENTION AND CONTROL,,,100.0,4.0,
CUB,DISEASES AND CARRIERS OF DISEASES,,,100.0,4.0,
CUB,EDUCATION,,,100.0,3.0,
CUB,EDUCATIONAL POLICY AND PLANNING,,,100.0,3.0,
CUB,EMPLOYMENT,,,100.0,2.0,
CUB,EMPLOYMENT PROMOTION AND PLANNING,,,100.0,1.0,
CUB,FOOD AND NUTRITION,,,100.0,2.0,
CUB,FORESTRY,,,100.0,1.0,
CUB,GEOGRAPHY,,,100.0,1.0,
CUB,HEALTH,,,100.0,7.0,
CUB,HOUSING,,,100.0,1.0,
CUB,HUMAN SETTLEMENTS,,,100.0,2.0,
CUB,INTERNATIONAL TRADE LAW,100.0,1.0,,,
CUB,LAND FORMS AND ECOSYSTEMS,,,100.0,1.0,
CUB,LAND TRANSPORT,,,100.0,1.0,
CUB,LANGUAGE,,,100.0,1.0,
CUB,LAW OF WAR,,,100.0,1.0,
CUB,MONETARY ISSUES,,,100.0,1.0,
CUB,PERSONS WITH DISABILITIES,,,100.0,1.0,
CUB,PHILOSOPHY AND RELIGION,,,100.0,3.0,
CUB,PSYCHOLOGY,,,100.0,1.0,
CUB,SETTLEMENT PLANNING,,,100.0,1.0,
CUB,SPECIAL CATEGORIES OF WORKERS,,,100.0,2.0,
CUB,SPECIAL ECONOMIC AREAS,,,100.0,1.0,
CUB,SPECIAL HUMANITARIAN OPERATIONS,,,80.0,5.0,
CUB,STATISTICS,,,100.0,1.0,
CUB,TELECOMMUNICATIONS,,,100.0,1.0,
CUB,TRADE IN COMMODITIES,,,100.0,1.0,
CUB,TRADE IN MANUFACTURES; BARRIERS TO TRADE,,,66.7,3.0,
CUB,TRANSPORT AND COMMUNICATIONS,,,100.0,4.0,
CUB,TRANSPORT POLICY AND PLANNING,,,100.0,3.0,
DEU,PUBLIC FINANCE,100.0,1.0,50.0,4.0,-50.0
DEU,COMPUTER SCIENCE AND TECHNOLOGY,100.0,1.0,83.3,6.0,-16.7
DEU,GENERAL AND NATIONAL LAW,100.0,1.0,87.5,8.0,-12.5
DEU,NUCLEAR SCIENCE,75.0,4.0,66.7,3.0,-8.3
DEU,SPACE SCIENCES,66.7,3.0,60.0,5.0,-6.7
DEU,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,80.0,5.0,75.0,8.0,-5.0
DEU,ENERGY RESOURCES,100.0,1.0,100.0,3.0,0.0
DEU,ENVIRONMENT,100.0,3.0,100.0,25.0,0.0
DEU,INTERNATIONAL LAW,72.7,11.0,72.7,44.0,0.0
DEU,LAW OF THE SEA,100.0,1.0,100.0,2.0,0.0
DEU,MARINE RESOURCES,100.0,2.0,100.0,7.0,0.0
DEU,MINERAL RESOURCES,100.0,1.0,100.0,1.0,0.0
DEU,NATURAL RESOURCES AND THE ENVIRONMENT,100.0,6.0,100.0,30.0,0.0
DEU,POLLUTION,100.0,2.0,100.0,3.0,0.0
DEU,RECOMMENDATIONS,100.0,1.0,100.0,1.0,0.0
DEU,RESOURCES (GENERAL),100.0,1.0,100.0,9.0,0.0
DEU,TAXATION,0.0,1.0,0.0,1.0,0.0
DEU,TRADE RELATED FINANCE,100.0,1.0,100.0,1.0,0.0
DEU,WATER,100.0,2.0,100.0,2.0,0.0
DEU,WILDLIFE,100.0,1.0,100.0,4.0,0.0
DEU,WOMEN'S ADVANCEMENT,100.0,1.0,100.0,4.0,0.0
DEU,HUMANITARIAN AID AND RELIEF,80.0,5.0,81.2,16.0,1.2
DEU,DISARMAMENT AND MILITARY QUESTIONS,53.7,41.0,57.1,42.0,3.4
DEU,SCIENCE AND TECHNOLOGY,75.0,8.0,81.2,16.0,6.2
DEU,POLITICAL AND LEGAL QUESTIONS,57.5,80.0,70.2,131.0,12.7
DEU,MAINTENANCE OF PEACE AND SECURITY,58.1,31.0,72.3,47.0,14.2
DEU,POLITICAL EVENTS AND ISSUES,50.0,16.0,66.7,21.0,16.7
DEU,INTERNATIONAL RELATIONS,61.3,31.0,79.2,48.0,17.9
DEU,DISCRIMINATION,44.4,9.0,62.5,8.0,18.1
DEU,HUMAN RIGHTS,47.1,17.0,68.4,19.0,21.3
DEU,DEVELOPMENT FINANCE,50.0,2.0,72.7,11.0,22.7
DEU,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,33.3,3.0,60.0,5.0,26.7
DEU,ECONOMIC CONDITIONS,50.0,2.0,81.8,11.0,31.8
DEU,INTERNATIONAL TRADE,33.3,3.0,66.7,6.0,33.4
DEU,SOCIAL CONDITIONS AND EQUITY,45.0,20.0,80.0,35.0,35.0
DEU,WELFARE AND SOCIAL SERVICES,50.0,2.0,92.9,14.0,42.9
DEU,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,40.0,10.0,84.4,45.0,44.4
DEU,SOCIAL DEVELOPMENT,37.5,8.0,87.5,24.0,50.0
DEU,DEVELOPMENT,28.6,7.0,86.4,44.0,57.8
DEU,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,0.0,1.0,100.0,6.0,100.0
DEU,ECONOMIC THEORY,0.0,1.0,100.0,1.0,100.0
DEU,AGRICULTURAL ECONOMICS AND POLICY; RURAL SOCIOLOGY,,,83.3,6.0,
DEU,BANKING AND INVESTMENT,,,100.0,3.0,
DEU,COMMODITIES,,,100.0,1.0,
DEU,COMMUNICATION AND MASS MEDIA,,,100.0,2.0,
DEU,COMPREHENSIVE HEALTH SERVICES,,,100.0,3.0,
DEU,CONSUMERS AND COOPERATIVES,,,100.0,2.0,
DEU,CRIME AND CRIMINAL JUSTICE,,,0.0,1.0,
DEU,CROP MANAGEMENT,,,100.0,1.0,
DEU,CULTURAL DEVELOPMENT,,,66.7,3.0,
DEU,CULTURE,,,75.0,8.0,
DEU,DISEASE PREVENTION AND CONTROL,,,100.0,4.0,
DEU,DISEASES AND CARRIERS OF DISEASES,,,100.0,4.0,
DEU,EDUCATION,,,100.0,3.0,
DEU,EDUCATIONAL POLICY AND PLANNING,,,100.0,3.0,
DEU,EMPLOYMENT,,,100.0,2.0,
DEU,EMPLOYMENT PROMOTION AND PLANNING,,,100.0,1.0,
DEU,FOOD AND NUTRITION,,,100.0,2.0,
DEU,FORESTRY,,,100.0,1.0,
DEU,GEOGRAPHY,,,100.0,1.0,
DEU,HEALTH,,,100.0,7.0,
DEU,HOUSING,,,100.0,1.0,
DEU,HUMAN SETTLEMENTS,,,100.0,2.0,
DEU,INTERNATIONAL TRADE LAW,100.0,1.0,,,
DEU,LAND FORMS AND ECOSYSTEMS,,,100.0,1.0,
DEU,LAND TRANSPORT,,,100.0,1.0,
DEU,LANGUAGE,,,100.0,1.0,
DEU,LAW OF WAR,,,100.0,1.0,
DEU,MONETARY ISSUES,,,100.0,1.0,
DEU,PERSONS WITH DISABILITIES,,,100.0,1.0,
DEU,PHILOSOPHY AND RELIGION,,,66.7,3.0,
DEU,PSYCHOLOGY,,,100.0,1.0,
DEU,SETTLEMENT PLANNING,,,100.0,1.0,
DEU,SPECIAL CATEGORIES OF WORKERS,,,100.0,2.0,
DEU,SPECIAL ECONOMIC AREAS,,,100.0,1.0,
DEU,SPECIAL HUMANITARIAN OPERATIONS,,,80.0,5.0,
DEU,STATISTICS,,,100.0,1.0,
DEU,TELECOMMUNICATIONS,,,100.0,1.0,
DEU,TRADE IN COMMODITIES,,,100.0,1.0,
DEU,TRADE IN MANUFACTURES; BARRIERS TO TRADE,,,66.7,3.0,
DEU,TRANSPORT AND COMMUNICATIONS,,,100.0,4.0,
DEU,TRANSPORT POLICY AND PLANNING,,,100.0,3.0,
DMA,DISCRIMINATION,100.0,3.0,75.0,4.0,-25.0
DMA,INTERNATIONAL LAW,100.0,4.0,75.0,8.0,-25.0
DMA,MAINTENANCE OF PEACE AND SECURITY,100.0,5.0,83.3,12.0,-16.7
DMA,HUMAN RIGHTS,100.0,9.0,85.7,7.0,-14.3
DMA,INTERNATIONAL RELATIONS,100.0,7.0,91.7,12.0,-8.3
DMA,SOCIAL CONDITIONS AND EQUITY,100.0,10.0,93.3,15.0,-6.7
DMA,POLITICAL AND LEGAL QUESTIONS,95.7,23.0,89.2,37.0,-6.5
DMA,POLITICAL EVENTS AND ISSUES,87.5,8.0,85.7,7.0,-1.8
DMA,DEVELOPMENT,100.0,2.0,100.0,6.0,0.0
DMA,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,100.0,1.0,100.0,1.0,0.0
DMA,DEVELOPMENT FINANCE,100.0,1.0,100.0,1.0,0.0
DMA,DISARMAMENT AND MILITARY QUESTIONS,100.0,7.0,100.0,10.0,0.0
DMA,ECONOMIC CONDITIONS,100.0,1.0,100.0,2.0,0.0
DMA,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,100.0,3.0,100.0,6.0,0.0
DMA,ENVIRONMENT,100.0,2.0,100.0,2.0,0.0
DMA,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,100.0,1.0,100.0,2.0,0.0
DMA,HUMANITARIAN AID AND RELIEF,100.0,3.0,100.0,5.0,0.0
DMA,INTERNATIONAL TRADE,100.0,1.0,100.0,2.0,0.0
DMA,NATURAL RESOURCES AND THE ENVIRONMENT,100.0,2.0,100.0,2.0,0.0
DMA,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,100.0,3.0,100.0,5.0,0.0
DMA,SCIENCE AND TECHNOLOGY,100.0,3.0,100.0,6.0,0.0
DMA,SOCIAL DEVELOPMENT,100.0,6.0,100.0,11.0,0.0
DMA,SPACE SCIENCES,100.0,1.0,100.0,5.0,0.0
DMA,WELFARE AND SOCIAL SERVICES,100.0,1.0,100.0,4.0,0.0
DMA,WILDLIFE,100.0,1.0,100.0,1.0,0.0
DMA,WOMEN'S ADVANCEMENT,100.0,1.0,100.0,3.0,0.0
DMA,AGRICULTURAL ECONOMICS AND POLICY; RURAL SOCIOLOGY,,,100.0,1.0,
DMA,COMMUNICATION AND MASS MEDIA,,,100.0,2.0,
DMA,COMPREHENSIVE HEALTH SERVICES,,,100.0,1.0,
DMA,COMPUTER SCIENCE AND TECHNOLOGY,,,100.0,1.0,
DMA,CONSUMERS AND COOPERATIVES,,,100.0,1.0,
DMA,CULTURE,,,100.0,2.0,
DMA,DISEASE PREVENTION AND CONTROL,,,100.0,2.0,
DMA,DISEASES AND CARRIERS OF DISEASES,,,100.0,2.0,
DMA,EDUCATION,,,100.0,1.0,
DMA,EDUCATIONAL POLICY AND PLANNING,,,100.0,1.0,
DMA,EMPLOYMENT,,,100.0,2.0,
DMA,EMPLOYMENT PROMOTION AND PLANNING,,,100.0,1.0,
DMA,FORESTRY,,,100.0,1.0,
DMA,GENERAL AND NATIONAL LAW,,,100.0,1.0,
DMA,HEALTH,,,100.0,2.0,
DMA,HOUSING,,,100.0,1.0,
DMA,HUMAN SETTLEMENTS,,,100.0,1.0,
DMA,LANGUAGE,,,100.0,1.0,
DMA,LAW OF THE SEA,100.0,1.0,,,
DMA,MARINE RESOURCES,100.0,2.0,,,
DMA,NUCLEAR SCIENCE,100.0,2.0,,,
DMA,PERSONS WITH DISABILITIES,,,100.0,1.0,
DMA,SPECIAL CATEGORIES OF WORKERS,,,100.0,2.0,
DMA,TRADE IN MANUFACTURES; BARRIERS TO TRADE,,,100.0,2.0,
DMA,TRADE RELATED FINANCE,100.0,1.0,,,
DMA,WATER,100.0,1.0,,,
DZA,POLLUTION,100.0,3.0,66.7,3.0,-33.3
DZA,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,100.0,1.0,83.3,6.0,-16.7
DZA,MARINE RESOURCES,100.0,3.0,85.7,7.0,-14.3
DZA,ENVIRONMENT,100.0,3.0,92.0,25.0,-8.0
DZA,SCIENCE AND TECHNOLOGY,100.0,8.0,93.8,16.0,-6.2
DZA,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,80.0,5.0,75.0,8.0,-5.0
DZA,COMPUTER SCIENCE AND TECHNOLOGY,100.0,1.0,100.0,6.0,0.0
DZA,DEVELOPMENT FINANCE,100.0,2.0,100.0,11.0,0.0
DZA,ECONOMIC CONDITIONS,100.0,2.0,100.0,11.0,0.0
DZA,ECONOMIC THEORY,100.0,1.0,100.0,1.0,0.0
DZA,GENERAL AND NATIONAL LAW,100.0,1.0,100.0,8.0,0.0
DZA,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,100.0,3.0,100.0,5.0,0.0
DZA,INTERNATIONAL TRADE,100.0,3.0,100.0,6.0,0.0
DZA,LAW OF THE SEA,100.0,1.0,100.0,2.0,0.0
DZA,MINERAL RESOURCES,100.0,1.0,100.0,1.0,0.0
DZA,NUCLEAR SCIENCE,100.0,4.0,100.0,3.0,0.0
DZA,PUBLIC FINANCE,100.0,1.0,100.0,4.0,0.0
DZA,RECOMMENDATIONS,100.0,1.0,100.0,1.0,0.0
DZA,RESOURCES (GENERAL),100.0,1.0,100.0,9.0,0.0
DZA,SPACE SCIENCES,100.0,3.0,100.0,5.0,0.0
DZA,TAXATION,100.0,1.0,100.0,1.0,0.0
DZA,TRADE RELATED FINANCE,100.0,1.0,100.0,1.0,0.0
DZA,WATER,100.0,2.0,100.0,2.0,0.0
DZA,WELFARE AND SOCIAL SERVICES,100.0,2.0,100.0,14.0,0.0
DZA,WILDLIFE,100.0,1.0,100.0,4.0,0.0
DZA,WOMEN'S ADVANCEMENT,100.0,1.0,100.0,4.0,0.0
DZA,HUMANITARIAN AID AND RELIEF,80.0,5.0,81.2,16.0,1.2
DZA,MAINTENANCE OF PEACE AND SECURITY,80.6,31.0,85.1,47.0,4.5
DZA,INTERNATIONAL RELATIONS,80.6,31.0,85.4,48.0,4.8
DZA,ECONOMIC DEVELOPMENT AND DEVELOPMENT FINANCE,90.0,10.0,95.6,45.0,5.6
DZA,POLITICAL AND LEGAL QUESTIONS,83.8,80.0,90.8,131.0,7.0
DZA,DISARMAMENT AND MILITARY QUESTIONS,85.4,41.0,92.9,42.0,7.5
DZA,NATURAL RESOURCES AND THE ENVIRONMENT,85.7,7.0,93.3,30.0,7.6
DZA,SOCIAL DEVELOPMENT,87.5,8.0,95.8,24.0,8.3
DZA,DEVELOPMENT,85.7,7.0,95.5,44.0,9.8
DZA,SOCIAL CONDITIONS AND EQUITY,80.0,20.0,97.1,35.0,17.1
DZA,HUMAN RIGHTS,76.5,17.0,94.7,19.0,18.2
DZA,INTERNATIONAL LAW,72.7,11.0,93.2,44.0,20.5
DZA,DISCRIMINATION,77.8,9.0,100.0,8.0,22.2
DZA,POLITICAL EVENTS AND ISSUES,68.8,16.0,95.2,21.0,26.4
DZA,ENERGY RESOURCES,0.0,1.0,100.0,3.0,100.0
DZA,AGRICULTURAL ECONOMICS AND POLICY; RURAL SOCIOLOGY,,,83.3,6.0,
DZA,BANKING AND INVESTMENT,,,100.0,3.0,
DZA,COMMODITIES,,,100.0,1.0,
DZA,COMMUNICATION AND MASS MEDIA,,,100.0,2.0,
DZA,COMPREHENSIVE HEALTH SERVICES,,,100.0,3.0,
DZA,CONSUMERS AND COOPERATIVES,,,100.0,2.0,
DZA,CRIME AND CRIMINAL JUSTICE,,,100.0,1.0,
DZA,CROP MANAGEMENT,,,100.0,1.0,
DZA,CULTURAL DEVELOPMENT,,,100.0,3.0,
DZA,CULTURE,,,100.0,8.0,
DZA,DISEASE PREVENTION AND CONTROL,,,100.0,4.0,
DZA,DISEASES AND CARRIERS OF DISEASES,,,100.0,4.0,
DZA,EDUCATION,,,100.0,3.0,
DZA,EDUCATIONAL POLICY AND PLANNING,,,100.0,3.0,
DZA,EMPLOYMENT,,,100.0,2.0,
DZA,EMPLOYMENT PROMOTION AND PLANNING,,,100.0,1.0,
DZA,FOOD AND NUTRITION,,,100.0,2.0,
DZA,FORESTRY,,,100.0,1.0,
DZA,GEOGRAPHY,,,100.0,1.0,
DZA,HEALTH,,,100.0,7.0,
DZA,HOUSING,,,100.0,1.0,
DZA,HUMAN SETTLEMENTS,,,100.0,2.0,
DZA,INTERNATIONAL TRADE LAW,100.0,1.0,,,
DZA,LAND FORMS AND ECOSYSTEMS,,,100.0,1.0,
DZA,LAND TRANSPORT,,,100.0,1.0,
DZA,LANGUAGE,,,100.0,1.0,
DZA,LAW OF WAR,,,100.0,1.0,
DZA,MONETARY ISSUES,,,100.0,1.0,
DZA,PERSONS WITH DISABILITIES,,,100.0,1.0,
DZA,PHILOSOPHY AND RELIGION,,,100.0,3.0,
DZA,PSYCHOLOGY,,,100.0,1.0,
DZA,SETTLEMENT PLANNING,,,100.0,1.0,
DZA,SPECIAL CATEGORIES OF WORKERS,,,100.0,2.0,
DZA,SPECIAL ECONOMIC AREAS,,,100.0,1.0,
DZA,SPECIAL HUMANITARIAN OPERATIONS,,,80.0,5.0,
DZA,STATISTICS,,,100.0,1.0,
DZA,TELECOMMUNICATIONS,,,100.0,1.0,
